oos_period,condition_number,trace
20,19.640873510154005,3.6046092631578945
21,19.83236394405446,3.31681535941145
22,17.670556519533122,2.7914308422319145
23,16.400026761243392,2.4184569357197203
24,16.11687789462031,2.020767995678961
25,15.177894138388018,1.855467769990325
26,14.562391623824293,1.488285643764669
27,13.345746678959143,1.2428665903888059
28,14.249014809475142,1.3330436101748684
29,15.165813170418582,1.5787504057722537
30,14.911354484370765,1.8048795256733887
31,15.447039599312365,1.7909058614795996
32,15.178083610158302,1.750736018739273
33,14.472421087038164,1.7125560573605285
34,14.369906155866865,1.6620388767219134
35,13.804212372940803,1.454491883876861
36,13.22835838350886,1.2934045570087958
37,13.061668270031856,1.3911819684009936
38,14.240732117852817,1.631656699531484
39,15.524663768260865,1.8283974754339416
40,16.201728296888252,1.8059070790246379
41,14.050274257126677,1.8464717589031712
42,17.510679622519042,3.0452557395830597
43,20.211240008321926,6.135844686611268
44,19.85319093263995,13.251653016332808
45,20.150919006031206,22.165354158230894
46,20.813450390850168,33.735946787767716
47,21.041395051656803,41.34723592061541
48,21.47173727035561,42.574976440992074
49,20.700018191137012,42.37825047046497
50,20.607499636363666,42.99040219919172
