method,oos_period,model,weight
full_gcsr_eigenvector,20,16,0.8793983594488516
full_gcsr_eigenvector,20,23,0.0
full_gcsr_eigenvector,20,24,0.12060164055014834
full_gcsr_eigenvector,20,89,4.906014830492001e-18
full_gcsr_eigenvector,21,16,0.8773066600765231
full_gcsr_eigenvector,21,23,0.0
full_gcsr_eigenvector,21,24,0.12269333992247677
full_gcsr_eigenvector,21,89,5.696621135272323e-18
full_gcsr_eigenvector,22,16,0.6501297448623692
full_gcsr_eigenvector,22,23,0.0
full_gcsr_eigenvector,22,24,0.3498702551366308
full_gcsr_eigenvector,22,89,1.561251128377565e-17
full_gcsr_eigenvector,23,16,0.8370418379678266
full_gcsr_eigenvector,23,23,0.0
full_gcsr_eigenvector,23,24,0.16295816203117341
full_gcsr_eigenvector,23,89,1.127570259383797e-17
full_gcsr_eigenvector,24,16,0.47482745993872827
full_gcsr_eigenvector,24,23,0.1575630710788207
full_gcsr_eigenvector,24,24,0.3411162811204451
full_gcsr_eigenvector,24,89,0.02649318786100585
full_gcsr_eigenvector,25,16,0.5639469379219072
full_gcsr_eigenvector,25,23,0.0
full_gcsr_eigenvector,25,24,0.4360530620770928
full_gcsr_eigenvector,25,89,1.2143064331825506e-17
full_gcsr_eigenvector,26,16,0.39900879372595044
full_gcsr_eigenvector,26,23,2.835778957131876e-17
full_gcsr_eigenvector,26,24,0.515260721150367
full_gcsr_eigenvector,26,89,0.08573048512268244
full_gcsr_eigenvector,27,16,0.34053906107540943
full_gcsr_eigenvector,27,23,0.03094073519179627
full_gcsr_eigenvector,27,24,0.5126896271860079
full_gcsr_eigenvector,27,89,0.1158305765457864
full_gcsr_eigenvector,28,16,0.6170138975743545
full_gcsr_eigenvector,28,23,0.0
full_gcsr_eigenvector,28,24,0.35896023541919314
full_gcsr_eigenvector,28,89,0.024025867005452402
full_gcsr_eigenvector,29,16,0.4243474614860993
full_gcsr_eigenvector,29,23,0.0
full_gcsr_eigenvector,29,24,0.5227929668322814
full_gcsr_eigenvector,29,89,0.0528595716806193
full_gcsr_eigenvector,30,16,0.5329990311821615
full_gcsr_eigenvector,30,23,0.0
full_gcsr_eigenvector,30,24,0.39571773992129283
full_gcsr_eigenvector,30,89,0.07128322889554552
full_gcsr_eigenvector,31,16,0.652937089255851
full_gcsr_eigenvector,31,23,1.0144524410093647e-17
full_gcsr_eigenvector,31,24,0.2736646890530051
full_gcsr_eigenvector,31,89,0.07339822169014368
full_gcsr_eigenvector,32,16,0.634577333762511
full_gcsr_eigenvector,32,23,0.0
full_gcsr_eigenvector,32,24,0.2727877016441386
full_gcsr_eigenvector,32,89,0.09263496459235036
full_gcsr_eigenvector,33,16,0.7185267298810388
full_gcsr_eigenvector,33,23,2.050460668162617e-18
full_gcsr_eigenvector,33,24,0.2291453042891197
full_gcsr_eigenvector,33,89,0.0523279658288415
full_gcsr_eigenvector,34,16,0.600167751500754
full_gcsr_eigenvector,34,23,0.03598511325055512
full_gcsr_eigenvector,34,24,0.28120436258338144
full_gcsr_eigenvector,34,89,0.08264277266430954
full_gcsr_eigenvector,35,16,0.7193650878756807
full_gcsr_eigenvector,35,23,0.019107217351331977
full_gcsr_eigenvector,35,24,0.16225877066138675
full_gcsr_eigenvector,35,89,0.09926892411060045
full_gcsr_eigenvector,36,16,0.7457700475154903
full_gcsr_eigenvector,36,23,0.044543239986142014
full_gcsr_eigenvector,36,24,0.11778050563630944
full_gcsr_eigenvector,36,89,0.09190620686105833
full_gcsr_eigenvector,37,16,0.6425373419976182
full_gcsr_eigenvector,37,23,0.09321625650692869
full_gcsr_eigenvector,37,24,0.17837135189727915
full_gcsr_eigenvector,37,89,0.0858750495971738
full_gcsr_eigenvector,38,16,0.5556961910693136
full_gcsr_eigenvector,38,23,0.03046903514582179
full_gcsr_eigenvector,38,24,0.41383477378386446
full_gcsr_eigenvector,38,89,6.215104250472213e-18
full_gcsr_eigenvector,39,16,0.4183677410014198
full_gcsr_eigenvector,39,23,0.0
full_gcsr_eigenvector,39,24,0.43377897079837535
full_gcsr_eigenvector,39,89,0.1478532881992049
full_gcsr_eigenvector,40,16,0.25060350892489963
full_gcsr_eigenvector,40,23,0.24610050378612214
full_gcsr_eigenvector,40,24,0.25059959275053023
full_gcsr_eigenvector,40,89,0.25269639453744785
full_gcsr_eigenvector,41,16,0.28165317604813145
full_gcsr_eigenvector,41,23,0.07711484768040262
full_gcsr_eigenvector,41,24,0.20431744058536533
full_gcsr_eigenvector,41,89,0.4369145356851004
full_gcsr_eigenvector,42,16,0.011704928708022616
full_gcsr_eigenvector,42,23,0.15416421920307627
full_gcsr_eigenvector,42,24,0.024313336656166088
full_gcsr_eigenvector,42,89,0.8098175154317351
full_gcsr_eigenvector,43,16,8.326672684680347e-17
full_gcsr_eigenvector,43,23,0.0
full_gcsr_eigenvector,43,24,1.3877787807800578e-17
full_gcsr_eigenvector,43,89,0.9999999999989998
full_gcsr_eigenvector,44,16,0.14065628599083022
full_gcsr_eigenvector,44,23,0.0002606634169266977
full_gcsr_eigenvector,44,24,2.2645637603057884e-17
full_gcsr_eigenvector,44,89,0.859083050591243
full_gcsr_eigenvector,45,16,0.9999999999989999
