oos_period,row_model,col_model,cov_matrice
20,1,1,0.48450099999999996
20,1,2,0.5173026315789474
20,1,3,0.4649089354745833
20,1,4,0.5453947368421052
20,2,1,0.5173026315789474
20,2,2,0.9266062631578948
20,2,3,0.6882132768368202
20,2,4,0.7980263157894737
20,3,1,0.4649089354745833
20,3,2,0.6882132768368202
20,3,3,0.8125492015167136
20,3,4,0.7663432946782893
20,4,1,0.5453947368421052
20,4,2,0.7980263157894737
20,4,3,0.7663432946782893
20,4,4,1.0931588947368418
21,1,1,0.3931588947368421
21,1,2,0.43135964912280694
21,1,3,0.36196520220065787
21,1,4,0.4287280701754386
21,2,1,0.43135964912280694
21,2,2,0.8571325789473684
21,2,3,0.5821292692541886
21,2,4,0.687609649122807
21,3,1,0.36196520220065787
21,3,2,0.5821292692541886
21,3,3,0.648638368547704
21,3,4,0.6140852549814695
21,4,1,0.4287280701754386
21,4,2,0.687609649122807
21,4,3,0.6140852549814695
21,4,4,0.8925009999999998
22,1,1,0.3329220526315789
22,1,2,0.3669736842105264
22,1,3,0.2994505300329167
22,1,4,0.3475219298245614
22,2,1,0.3669736842105264
22,2,2,0.7630536315789472
22,2,3,0.5110194335419739
22,2,4,0.5889912280701752
22,3,1,0.2994505300329167
22,3,2,0.5110194335419739
22,3,3,0.5788223567723514
22,3,4,0.5249659983652851
22,4,1,0.3475219298245614
22,4,2,0.5889912280701752
22,4,3,0.5249659983652851
22,4,4,0.7436588947368421
23,1,1,0.3697641578947367
23,1,2,0.3452412280701755
23,1,3,0.26083319357739027
23,1,4,0.30941269736842103
23,2,1,0.3452412280701755
23,2,2,0.6278694210526317
23,2,3,0.3879014837946711
23,2,4,0.46906857456140344
23,3,1,0.26083319357739027
23,3,2,0.3879014837946711
23,3,3,0.42495721117896124
23,3,4,0.40028329801433865
23,4,1,0.30941269736842103
23,4,2,0.46906857456140344
23,4,3,0.40028329801433865
23,4,4,0.5981772055526315
24,1,1,0.3632641578947367
24,1,2,0.32684210526315793
24,1,3,0.24936122194280705
24,1,4,0.28613776315789463
24,2,1,0.32684210526315793
24,2,2,0.5695799473684212
24,2,3,0.3526088171967544
24,2,4,0.41348337719298245
24,3,1,0.24936122194280705
24,3,2,0.3526088171967544
24,3,3,0.3969653539113775
24,3,4,0.35718517164432406
24,4,1,0.28613776315789463
24,4,2,0.41348337719298245
24,4,3,0.35718517164432406
24,4,4,0.5256583108157894
25,1,1,0.3406325789473684
25,1,2,0.27692982456140347
25,1,3,0.2051185745199123
25,1,4,0.23121070175438593
25,2,1,0.27692982456140347
25,2,2,0.4525273157894736
25,2,3,0.26585961358214916
25,2,4,0.30864355263157894
25,3,1,0.2051185745199123
25,3,2,0.26585961358214916
25,3,3,0.30439022768572155
25,3,4,0.2639193786596226
25,4,1,0.23121070175438593
25,4,2,0.30864355263157894
25,4,3,0.2639193786596226
25,4,4,0.3907355213421054
26,1,1,0.3093694210526315
26,1,2,0.22719298245614034
26,1,3,0.17109818478280703
26,1,4,0.19156109649122804
26,2,1,0.22719298245614034
26,2,2,0.3489483684210527
26,2,3,0.20781868859517547
26,2,4,0.2407774122807017
26,3,1,0.17109818478280703
26,3,2,0.20781868859517547
26,3,3,0.2577091743098584
26,3,4,0.21840464641057666
26,4,1,0.19156109649122804
26,4,2,0.2407774122807017
26,4,3,0.21840464641057666
26,4,4,0.32683962660526317
27,1,1,0.32800100000000004
27,1,2,0.2519298245614035
27,1,3,0.19125172408456137
27,1,4,0.2139550378607894
27,2,1,0.2519298245614035
27,2,2,0.3739746842105262
27,2,3,0.2332661403305263
27,2,4,0.25853807071357454
27,3,1,0.19125172408456137
