oos_period,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best
20,-0.600550276301728,-0.6001450539257855,-0.5759507398590351,-0.5808075694802338,-0.5789166516631729,-0.5826640256383675,-0.6317254358593039,-0.6219509867993529,-0.17861438114205885,-0.23014203808734474,-0.21240847545027797,-0.29532227531747646,-0.6324150025,-0.6324150025,-0.6324150025003599,-0.23269496250139948,-0.6324150025
21,-0.6913022979084027,-0.6908595985153324,-0.6607454339697248,-0.6653592081328761,-0.6619685704335891,-0.6691017945986026,-0.7137079396834117,-0.7043670278737189,-0.23674251282172779,-0.2866313952231607,-0.24728893220495327,-0.3739710927723167,-0.7139212524999999,-0.7139212524999999,-0.7139212525002397,-0.3142012125012794,-0.7139212524999999
22,-0.5745421519628591,-0.415066617275893,-0.4744225753407407,-0.4591385379076707,-0.48236134622454374,-0.4596482077136925,-0.4353880439021973,-0.2250591775413574,-0.232803847200822,-0.23981972128677462,-0.24766338926800788,-0.3043074144265544,-0.22450568312500002,-0.22450568312500002,-0.2245056831256601,-0.20556506161114593,-0.22450568312500002
23,-0.5432741388486853,-0.39806917058404584,-0.45322604669462624,-0.44462559964490733,-0.46318165223489866,-0.44066657581946234,-0.36420872652945474,-0.22552216034072328,-0.2171133124583638,-0.24697831380558707,-0.2412924136287508,-0.29769150532079586,-0.15313062737166663,-0.20313062737166668,-0.19671618529158535,-0.16098738547777308,-0.20313062737166668
24,-0.4974800234338134,-0.35119320414917,-0.41132169917112327,-0.40379325468039823,-0.4216320575215136,-0.39466966742623033,-0.34469435854080194,-0.19855732588193536,-0.21380154236713494,-0.2480782308726769,-0.2393091059677362,-0.2748352555090667,-0.09763909699174868,0.052360903008251275,-0.10855587838322113,-0.14716501638063006,0.052360903008251275
25,-0.4802164327093206,-0.33392961342467714,-0.3940581084466304,-0.37676920085177257,-0.40436846679702076,-0.37540327823499603,-0.31076919697335453,-0.1820930214347067,-0.21014815501237513,-0.23259664154421597,-0.2387427791124565,-0.27430054309161167,-0.09204264316930097,0.08646204039342141,-0.09411996713293452,-0.13039171427652546,0.08646204039342141
26,-0.4859240133580703,-0.33963719407342685,-0.39976568909538013,-0.38379067711213144,-0.411383241144952,-0.3777648540536025,-0.32300247377263913,-0.19179639601314952,-0.20881319112216104,-0.23375429081073776,-0.23971449592836022,-0.27284057902560277,-0.016165260089483394,0.11233942347323907,-0.09906471300288675,-0.09497572363448989,0.11233942347323907
27,-0.5703121770039716,-0.40498081396056573,-0.4878012359807217,-0.449139046499969,-0.4995106752209373,-0.44304880994766593,-0.4079428995802582,-0.23112324517071922,-0.2248284403409603,-0.2819441516013592,-0.24856407897840174,-0.27467373479002843,-0.04813354946564476,0.0803711340970777,-0.19046091065130494,-0.09702105631192817,0.0803711340970777
28,-0.4953392783163129,-0.330007915272907,-0.412828337293063,-0.3741661478123103,-0.4116380569380773,-0.36634078151474564,-0.2648129356611588,-0.3286756228639902,-0.20231155211074991,-0.29310536968737766,-0.24567038892679355,-0.27371662857620715,-0.014309129904254161,0.1141955536584683,-0.0935998169591587,-0.043839023669240834,0.1141955536584683
29,-0.48872920823843946,-0.3237848831270998,-0.40621826721518955,-0.369943725987362,-0.40502798686020386,-0.35845786876213026,-0.2673129356440083,-0.330259329693988,-0.20284238989411812,-0.2944050409337823,-0.2458814276621057,-0.2721185373973944,-0.006809129904254148,0.15169555365846826,-0.08169013466505073,-0.045624667673388214,0.12169555365846832
30,-0.43005937681748485,-0.29020801665325274,-0.34754843579423494,-0.343290897232942,-0.34600260333563687,-0.3145426780672598,-0.19314504378782096,-0.35840447495925015,-0.19010260183779012,-0.2800701080004069,-0.24618545037268863,-0.27154943460357545,0.06763462009574589,0.2261393036584683,-0.007246384665290706,-0.03561648702309861,0.06503930365846829
