replication,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
1,0.3362592628270751,0.34022296186843587,0.33395216479106304,0.33520178983850113,0.3329049295466153,0.3343436643818933,0.7370011342844934,0.989599259631505,0.40133517647859474,0.419220833532102,0.36524355750326704,0.3614666476839608,1.3346300100427149,1.3439398580390987,0.35026040781038703,0.348599663204488,1.146403727612304,0.31167580926337196
2,0.4033737642615471,0.4061278848424799,0.40220534378213246,0.4027841304383746,0.4028322363432101,0.40291401080944517,0.9781701862906234,1.024650838749729,0.4429926796707391,0.4422309358194725,0.43158395612162165,0.39980871793967876,1.2560743297511263,1.2923077383209438,0.40905094170094985,0.40803131261745096,1.1544306587908566,0.3654909510580774
3,0.4433028750844251,0.44851909388646655,0.44075852423158246,0.4418982111121063,0.44089699244429464,0.4401147382827391,0.8034684512151389,1.0397581441445858,0.48887352605562684,0.5049452638611428,0.4740578558849851,0.44022950241068315,1.3188143914221273,1.3036625212250685,0.4657838035909081,0.46574612048636793,1.2412623065293051,0.39596216047570715
4,0.42608646411034345,0.42735293110580236,0.420119841705152,0.4213782526145347,0.41896296254312837,0.4200008890966047,0.9641234695151941,1.063291433741458,0.5064323481059161,0.521874312057768,0.46657777227231806,0.4691245251310041,1.3369874445455894,1.2441960713139784,0.4411283699409129,0.43728750140445594,1.1156168658249288,0.41805227973282383
5,0.4195671687318854,0.42109516819548887,0.41314328399478434,0.41395491184974287,0.4128637572045269,0.4117159238907022,0.8063122131833859,1.003875429459716,0.4639616056052633,0.4846430626169729,0.4522856788172536,0.4141002491663612,1.3143261429273467,1.2474621236153594,0.4200865214072839,0.41826845120163136,1.3148811221609942,0.37583375572390765
6,0.3651830969916129,0.3673404257663364,0.3606720196897147,0.3601098899476513,0.35811902943334406,0.3581915523191793,0.8327105250279787,0.8943351825343948,0.41422460742229866,0.4020963034080221,0.3479025845445877,0.33268527953141963,1.0900736937880053,1.1431019928978436,0.3771929628009013,0.37662498799364724,1.020529045877783,0.3324422188710477
7,0.3603784698634574,0.3592887077861332,0.3574603818045235,0.35716434994724544,0.3574693759679505,0.35744651297554325,0.7889993187828311,0.8732886323360729,0.3925129335794642,0.3879332421503274,0.35473751356145006,0.3423163802549062,1.1858771121392762,1.1012553435590378,0.37574203309250315,0.377216477496038,1.107609621222141,0.3293691472036296
8,0.38145591606183166,0.3815099516319062,0.3793220012957624,0.3798345560974623,0.38062088196407684,0.3803159238918147,0.765771805930456,0.892345919268433,0.3895530648417446,0.39770058123182955,0.3790854485651655,0.35638912697601893,1.3119131496424354,1.1115301035167748,0.385797292403991,0.3865160415880746,1.0639328098855276,0.34966788583715347
9,0.3614392918213135,0.3693972104125349,0.358698642635247,0.3606919360651074,0.3575416812993761,0.35849078273726187,0.7170690979595651,1.0597165351119386,0.44922390966863335,0.4889051382107756,0.4108133320664508,0.4059063192418853,1.308831194611029,1.373985061088229,0.3705853420135042,0.36757629649582724,1.3460899004791216,0.34410990666876873
10,0.4553074179967795,0.45371943501259787,0.4518578925291818,0.4515041435122335,0.45264696257112347,0.45168313277333,1.0283015054631908,1.180580350731654,0.5050115090895874,0.5060718618915587,0.48861151895264354,0.4360895785098474,1.4076699495593288,1.4119716868071306,0.47597760480444434,0.4705795559354855,1.2748293114926181,0.411557988264863
11,0.4138846633779934,0.41642996561401163,0.4123404361540898,0.41226562168175684,0.41217981406686277,0.4103778544526666,0.7840893709466811,0.8812327993349754,0.4330570341170803,0.42660847656325285,0.409608138489199,0.3660860727707517,1.2495943166513586,1.1764949250045404,0.41744337448469665,0.4191831565010497,1.1187347396987692,0.3667931626646842
12,0.3594105352711732,0.3602285118828894,0.35813010137935314,0.3587600954096676,0.3583249834577111,0.3581475831518347,0.6466367314006133,0.8547957565005858,0.38130417349304063,0.37830319299221427,0.35752900636516316,0.32468957549642463,1.3822265204532558,1.0473966486165565,0.3605361270173105,0.3627583867669633,1.3222530634651641,0.30766205027705695
13,0.418089723056526,0.4162845751015675,0.4117773877409664,0.41253995580656055,0.41277699015494324,0.41212326123076143,0.8905091312439034,0.9796416227538592,0.43086007971617324,0.4361537337707277,0.4257200793321728,0.39786375027551335,1.3336467292908711,1.1618718749738826,0.40983657955867586,0.4091359008358348,1.141106032755443,0.38494840612707426
14,0.4497565052402197,0.446614609434201,0.4474084342974373,0.44701834392827283,0.44861983677675105,0.44777318088267215,0.8458933613589986,1.0586824289320014,0.467752423503487,0.4882894769690941,0.46663367435470526,0.4383130698745855,1.262862226516981,1.3084979609788687,0.4711958925524812,0.4690432291571443,1.323068060276684,0.41912671082881614
15,0.38824274599786257,0.39249123200865105,0.384985782419791,0.38573746186901914,0.38427231100439374,0.3835294762116713,0.8372356001179805,1.0833139431114387,0.45852024950983133,0.4698682759837946,0.4352758904252524,0.3875779669995601,1.2238548712813868,1.3181771390104435,0.3923598858514189,0.3908544814385678,1.1490017472920666,0.34111398723032427
16,0.375763081381034,0.3771470423738861,0.3745139194367286,0.3738282716745361,0.37339234010755473,0.37315632685118594,0.813760014401786,0.9305038197256064,0.45676843345293006,0.4361237426137793,0.41378674136481597,0.3869734786156319,1.1072273458770037,1.089204435569602,0.3750976806318551,0.37552901020681956,1.0905056421957693,0.35665204947374535
17,0.38104522537874896,0.3808831326571984,0.37319170883113145,0.37522494039861876,0.3721024612731705,0.3733553812023239,1.0116189928964896,1.0793469167752483,0.4285556909708826,0.4599934636277711,0.388820313036891,0.3920924022388964,1.350548058931354,1.2729569629615565,0.3758172121657687,0.37488992800329196,1.3582829760308364,0.3254954347151926
18,0.37017155795857415,0.37375744997840293,0.3697241352205818,0.3711580459372872,0.3700602258614641,0.3707913713623269,0.8314625746401841,0.972850111764191,0.3979697186461615,0.41355863757980726,0.36861423016238576,0.36239716106345016,1.2248879038268194,1.253516479436826,0.3785737451403298,0.38058857537352575,1.1658999121783968,0.3376394011340748
19,0.36371488611190445,0.3668402479664157,0.3623427284315922,0.36332565707252784,0.36147375861300846,0.36216828391103983,0.7670851061184719,0.9638583572451894,0.3877860257053574,0.4266230809654738,0.34554251616595194,0.35157665376189984,1.243753534899561,1.278745870398214,0.3792758508765222,0.3792682586349187,1.2583978012452872,0.34129608229117697
20,0.5430565986787034,0.550559099007487,0.5430112553588591,0.5451762864425002,0.5433442445870562,0.543615678140642,0.8791016521378534,1.1820387614303072,0.587235770644391,0.6193493673429328,0.5764826517229991,0.5631293406705661,1.402283169281884,1.4202046688357994,0.5603496220473805,0.5636423496114389,1.5187245614638922,0.5049890808485106
