replication,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
1,1.0788750773463165,1.0915924552227583,1.0714728408960212,1.0754822154136892,1.0681128263767057,1.0727289524683445,2.3646401561416943,3.1750916504145494,1.2876686754286126,1.3450541269839373,1.1718700863096418,1.1597520145599587,4.282109712629783,4.311980006440384,1.1237972194155323,1.118468783404349,3.678192832219112,0.9999999999967916
2,1.1036491138636875,1.1111845140506202,1.1004522618594752,1.102035848688547,1.1021674686498515,1.1023912073388618,2.6763184791749155,2.803491675459035,1.212048282965929,1.2099641168626114,1.1808334922411283,1.0938949836682943,3.4366769576959966,3.535813224858903,1.1191821316386887,1.1163923797158455,3.158575213546823,0.999999999997264
3,1.1195586834628932,1.1327322119529932,1.113132941038972,1.1160112132434468,1.1134826416582069,1.1115070635862674,2.0291546299470293,2.625902795592385,1.2346470821026478,1.2752361570439676,1.1972301982448448,1.111796899685267,3.33065763110894,3.2923916761529988,1.1763341300849082,1.1762389616362494,3.134800317876141,0.9999999999974746
4,1.019218133152234,1.02224757960392,1.004945701941022,1.0079558778696975,1.0021783945536296,1.004661161910232,2.3062270348796012,2.5434412997782516,1.2114091290887454,1.2483470067189881,1.116075177414152,1.1221671256755215,3.1981345620142454,2.9761733917733086,1.0551990536250198,1.0460115220107862,2.668606104804041,0.999999999997608
5,1.1163637175767376,1.1204293435092894,1.0992713605458726,1.101430900083222,1.0985276093899439,1.0954735108787264,2.1453959387659896,2.6710624422850007,1.2344862549942455,1.2895144601426074,1.2034195224026263,1.1018176064777503,3.497094454414496,3.3191859555277468,1.117745585669977,1.112908153752384,3.4985711159043,0.9999999999973394
6,1.098485921044122,1.1049752555878607,1.0849164131843683,1.0832255035761644,1.077236912472838,1.0774550643251548,2.5048278400177484,2.6901973689407117,1.2460048210114008,1.209522378873254,1.0465054219797834,1.0007311365571938,3.2789869394042257,3.438498265281425,1.1346120961431725,1.1329036043361416,3.0697937504459087,0.9999999999969921
7,1.0941476240929222,1.0908389897336537,1.0852879962750168,1.084389211857015,1.0853153035182828,1.0852458890251486,2.395486418442963,2.6513978001513254,1.1917112969163588,1.1778068633408254,1.0770210767223432,1.0393091859397285,3.6004498970345806,3.3435291462647316,1.140793047197779,1.1452696182914848,3.362821413670565,0.999999999996964
8,1.090909207025067,1.0910637410050608,1.0848065168653622,1.086272350081562,1.088521129275939,1.0876489929299566,2.1899975289263467,2.5519813383190195,1.1140658911469277,1.1373666194095629,1.084130009985041,1.0192217856145258,3.751883437902172,3.178816667285412,1.1033249206721842,1.1053804402471683,3.0426952344659335,0.9999999999971402
9,1.050360029791805,1.0734861253705015,1.0423955709577366,1.0481881778871653,1.0390333854657008,1.0417915200601708,2.0838374137473274,3.0795874067319855,1.3054663668830064,1.4207819325584319,1.1938433741772372,1.1795833580328179,3.8035266327483925,3.992866913903756,1.0769388931575954,1.068194461627571,3.9118022305905917,0.999999999997094
10,1.106301981684911,1.1024435145199976,1.097920354876663,1.0970608186095168,1.0998376303625952,1.097495725150514,2.498558003444503,2.868563809698207,1.2270725474616573,1.2296489834250055,1.1872239948772532,1.0596066433975697,3.4203441305821185,3.430796454119629,1.1565262207885194,1.1434100888633343,3.0975691101616745,0.9999999999975703
11,1.1283870734396186,1.1353264128142138,1.12417699707756,1.1239730279746758,1.1237390879135511,1.1188263474439624,2.1376880780663408,2.4025333322207545,1.1806573246072003,1.1630764146824832,1.1167278460491337,0.9980722380706509,3.406809187962723,3.2075159647315012,1.1380893020221805,1.1428325257063656,3.0500425132473006,0.9999999999972737
12,1.1681991163562335,1.1708578017903875,1.1640372969486634,1.1660849789092596,1.1646707259925828,1.1640941182968463,2.101776058555808,2.778359423035905,1.2393604383394958,1.2296062925223106,1.1620835460273302,1.0553448993887242,4.492677986134577,3.4043738825440015,1.1718576492988568,1.1790807037758209,4.297745081884965,0.9999999999967497
13,1.0860928799830527,1.0814035555795174,1.0696950063587638,1.0716759681018304,1.07229172425151,1.0705934994666428,2.3133207387475885,2.5448647329323597,1.1192670832174427,1.1330186768603405,1.105914643508184,1.0335508445855004,3.4644817540747535,3.018253502229912,1.0646532705017129,1.062833081843475,2.9643090206114304,0.9999999999974023
14,1.0730800343164972,1.065583743278882,1.067477740589778,1.0665470187839734,1.070368041894878,1.0683479943240548,2.0182282338537676,2.5259245034418076,1.1160167353147175,1.1650163646271667,1.1133474968246035,1.0457769895094085,3.013079801133836,3.121962707621792,1.1242325539681661,1.1190964857107293,3.1567257015358963,0.9999999999976141
15,1.1381613200592042,1.1506160600283026,1.1286132988698447,1.130816900825101,1.1265217064927975,1.1243440332793604,2.4544159180145684,3.175812143923598,1.3441848375419703,1.3774523870965059,1.2760423398588838,1.1362124729782088,3.587817905723806,3.8643303656631653,1.1502310093937678,1.1458178089118123,3.368380630234545,0.9999999999970685
16,1.0535845284905392,1.0574649519870263,1.0500820617413782,1.0481596060504539,1.0469373179194217,1.0462755713888285,2.2816636427583705,2.60899613810153,1.2807116463388613,1.2228269632995936,1.1601972902559092,1.0850168369578757,3.104502967269243,3.053969372035612,1.0517188424523995,1.0529282272732627,3.0576177644339837,0.9999999999971962
17,1.1706622727627243,1.1701642850668543,1.1465343873609977,1.1527809621225151,1.1431879577592716,1.1470372281192256,3.107936041494852,3.3160124587196047,1.3166258118014798,1.413210185355904,1.1945492058157834,1.2046018481972607,4.149207377083276,3.9108289308926216,1.1546005629647398,1.1517517237382073,4.172970896550843,0.9999999999969278
18,1.096351778596138,1.1069722571533613,1.0950266289350254,1.0992734991518454,1.0960220419103845,1.0981875045264327,2.462575670508171,2.881328744493881,1.1786826931580512,1.2248530123839443,1.091739379122164,1.0733260390971695,3.6277990652423746,3.712589452601679,1.1212368694756658,1.1272042720549338,3.4530919918080625,0.9999999999970384
19,1.0656872580228893,1.0748445909565727,1.0616668260533904,1.064546814110488,1.0591207381734835,1.0611557023411555,2.2475649323796962,2.824111987374203,1.1362158718639535,1.2500087258553705,1.0124420820926379,1.0301221490755992,3.644206890821582,3.7467346879871433,1.111280997804808,1.111258752481766,3.6871146975780325,0.99999999999707
20,1.0753828533582435,1.090239610886867,1.075293062664615,1.0795803456292268,1.0759524615324816,1.0764899653397504,1.7408329911985372,2.3407214259798246,1.1628682538175323,1.2264609094142023,1.1415744886071981,1.1151317167556374,2.7768583964685205,2.812347281740589,1.1096272044233917,1.1161475980099604,3.0074403963528082,0.9999999999980198
