replication,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
1,0.7179582853920222,0.7171757345185795,0.7153454684979386,0.7156108376744559,0.7170428077624784,0.716386271907379,1.063789361926729,1.1620186266719266,0.7471937028442708,0.740197454848564,0.7581396835488654,0.7220715070690061,1.3211157784031002,1.3334014568035208,0.7217818494947875,0.7184911486460124,1.3755440679597009,0.6551171853150582
2,1.0533873871637456,1.0451372221100177,1.048263229688281,1.0460809657730268,1.0489609921788094,1.0483009430984587,1.512329502435336,1.6102990724184136,1.104593012341503,1.066709032436463,1.1292528638728367,1.0676846491912158,1.919365181736446,1.780442249346681,1.0489282349368,1.084311305913856,1.7843619862657383,0.9871920694022611
3,0.4004109606104983,0.40244555267233145,0.3973853605595656,0.39778200139830167,0.39642469179443135,0.3969261407952152,0.7613258780769916,0.9982085423526159,0.4630834904668756,0.4748089229830874,0.4234211625983884,0.41827314267415033,1.171566447460915,1.1575833835936247,0.4007752309475516,0.410848429542499,1.2130190751719334,0.38179875645439093
4,0.34966323617931844,0.3533782091675196,0.3477220898111613,0.34826268271410693,0.34732724144289867,0.34684963368969995,0.7879887882228942,0.9633130448706667,0.41260837607147044,0.41927638620652563,0.39214195680949243,0.36074400296353143,1.0521486684750925,1.2376739417214553,0.3625211442168898,0.3614892957521215,1.304716060571382,0.3259225250795447
5,0.5720660914681417,0.5750872801576736,0.5752070254439966,0.5752493912279677,0.5765503228177294,0.5783619527626632,0.9753009639713563,1.1058990256730201,0.5982310504898439,0.5917278546787478,0.6028037550551503,0.6351090044065351,1.6914833737014223,1.3548260351691048,0.5983693845326047,0.6053260866607388,1.364107333742669,0.5239091230749219
6,1.0413145613714094,1.0378882597475205,1.0396251684212199,1.0370384617456994,1.0368373114566833,1.03838744868453,1.4354427399283605,1.6579589111997954,1.0908729100555183,1.0569365314529962,1.030270037823919,1.0491147315734308,1.7219176443408066,1.8149276139922217,1.0660187724099206,1.108774719174028,2.131387748671533,0.9746049961212312
7,1.3638991056359366,1.3586304840114891,1.3645219816578906,1.3666828034329284,1.3666293379607408,1.3696403969485431,1.5231482903390359,1.8052142128996047,1.256013335197445,1.3090841511600986,1.351630226858158,1.356833132259871,2.137654763516065,2.1013124120894826,1.3901294708399339,1.4425328790308483,2.4146033743358157,1.2997548923448228
8,0.7439322417974898,0.7470080505650923,0.7437194449993165,0.7443556953278546,0.7455188405064995,0.744457484761674,1.0702203062398985,1.3087448135196014,0.7323286815417859,0.7590145742226925,0.7719719384971981,0.723389998955652,1.7103720309382515,1.5879948020484715,0.7548003795574162,0.7556385783395988,1.7297287031389632,0.6644592140966543
9,0.4394076304240068,0.4392332245854763,0.43688752912318746,0.43558613424644627,0.43575695261446074,0.43516788644595805,0.8183583344688299,0.9235688864606353,0.47073902818194957,0.4595397805353868,0.4415322392525695,0.4170727692817901,1.2907020365174913,1.1161822058514956,0.4440509633356559,0.45895145165722323,1.2041292982591407,0.3875580702906857
10,0.9715031285084035,0.9760708564229238,0.9712066911211537,0.973094371627321,0.9701840559511228,0.9721532517249514,1.1932248763472841,1.4350632033891397,0.9526434812449399,0.9881977420586924,0.9368506252282404,0.9482973959390008,1.609976220937748,1.826278818618758,0.967197989764323,0.968235176909213,1.6330868407389998,0.9085970568689405
