graph_only_eigenvector,full_gcsr_eigenvector_rolling,graph_only_pagerank,full_gcsr_pagerank_rolling,graph_only_softmax,full_gcsr_softmax_rolling,full_gcsr_eigenvector_ewma,full_gcsr_pagerank_ewma,full_gcsr_softmax_ewma,full_gcsr_eigenvector_shrinkage,full_gcsr_pagerank_shrinkage,full_gcsr_softmax_shrinkage,full_gcsr_eigenvector_diagonal,full_gcsr_pagerank_diagonal,full_gcsr_softmax_diagonal
0.033841759574635984,0.07618959972724278,0.03579637104161584,0.07690984033983385,0.058704053692142134,0.09227227783648068,0.028184401156418036,0.02767610588184761,0.028231314546756953,0.07064414574192894,0.07102419847578509,0.08273625776109456,0.06767362187164058,0.06797552466253282,0.07615329331384355
0.032962061400307566,0.023205483994598285,0.02008800133521826,0.02356184137834292,0.020379390259361564,0.022677852274591136,0.01219377752636115,0.01212956296434577,0.012048515438704638,0.018910770471375415,0.017515528845315945,0.017403531750338194,0.0172364777179561,0.01601109154566166,0.015947749172029943
0.25401235298154273,0.10924600627710775,0.2023481065759051,0.10846044207893873,0.14800648574880887,0.10703192607018219,0.04537645648626303,0.04546139130123662,0.045447589638059886,0.12357995069771588,0.11718548259881646,0.11083826650244125,0.144935723982086,0.1397426184692917,0.13331703405789755
0.08713476343417259,0.0021013754639189496,0.023166999425109653,0.0016690386602661875,0.01161396540050276,0.001403781923463314,0.00130130805514355,0.0018023220871853374,0.0018439779562915625,0.005499246703684781,0.0025462077103229376,0.001638162412589079,0.005813111139830766,0.0033950178885845056,0.002717151890414711
0.00046689478069137107,0.00020905613670693548,0.0009038010107304748,0.0002969954116920379,0.0005635136071949982,0.00039277602055757133,0.0066534338944221295,0.006177955766231809,0.00493614975362317,7.536572402773072e-06,1.6712555667881368e-06,7.667313616452729e-08,1.1362421145124348e-05,2.0493805970623346e-05,1.2239987060192005e-05
0.012318429490861958,0.01245870066784138,0.0068546316681772,0.01245870066784138,0.007128314057274544,0.01245870066784138,0.08999999999987972,0.08999999999987983,0.08999999999987979,0.01000298582312938,0.01000298582312938,0.01000298582312938,0.00793844218419545,0.00793844218419545,0.00793844218419545
0.004046881349675371,0.006007295365136477,0.0036586753715173426,0.006007295365136477,0.004675953023865307,0.006007295365136477,0.012947242303592427,0.007855980003131402,0.01751573601836588,0.005922081256401711,0.005922081256401711,0.005922081256401711,0.005563542227895403,0.005563542227895403,0.005563542227895403
0.011423057073186388,0.0063093876909307,0.01364728116241883,0.0063093876909307,0.008184525139241805,0.0063093876909307,0.005609704498117816,0.005609704498117816,0.007308563666980201,0.007760789817868289,0.007760789817868289,0.007760789817868289,0.007949646222876212,0.007949646222876212,0.007949646222876212
0.18050420479560803,0.16050012995050672,0.1434936926237743,0.16050012995050672,0.13875988450935617,0.16050012995050672,0.07889104600278435,0.07673137270900218,0.07662872145051552,0.15429869750311118,0.15429869750311118,0.15429869750311118,0.14165824960699458,0.14165824960699458,0.14165824960699458
0.27657998826355806,0.250154717841382,0.247354265902125,0.2752603451321873,0.1294097159170367,0.13191242084260005,0.13868602012923664,0.07139730789631353,0.07003625029557954,0.2596004997121637,0.28227714464455606,0.1384641519692378,0.26585652169204044,0.2658575921958334,0.11429764767200216
0.08451807482402045,0.08677811640967159,0.2731774235361433,0.09765598704118382,0.2942357186647138,0.0690346020304327,0.16392941323557858,0.12962912253188008,0.1563184983223435,0.09387393880704502,0.10925126008075989,0.05977418868580346,0.11038292642038257,0.11558917276820234,0.10810068759786694
1.6516354286957822,1.6080904935900002,1.9290559572271584,1.4955808046640318,1.6854998024433467,1.3048664329730872,0.8931216079697033,0.8623486657611533,0.8387241363430221,1.6487129861852603,1.5035626603247814,1.3241153643213688,1.665532768586679,1.689999999999218,1.365789935861663
2.088010591236781,1.9491171655684987,2.372410896989018,1.9491171655684987,2.101650058001381,1.9491171655684987,1.0924335528161246,1.0924335528161246,1.0924335528161246,2.0116451888551263,1.9957064601220473,2.027379697166616,2.1034625322712937,2.2795724881419064,2.1282984794309936
1.8324724846140907,0.9999999999988003,2.0735895820511194,0.9999999999988001,1.33251108260907,0.9999999999987998,0.9999999999988003,0.9999999999988001,0.9999999999987998,0.9999999999987998,1.1013132995772241,0.9999999999987998,0.9999999999988012,1.3644461369289964,0.9999999999987998
1.9278333514175314,0.03999999999983958,0.15466273334539943,0.03999999999983958,0.09876246318842666,0.03999999999983971,0.03999999999983969,0.0399999999998396,0.03999999999983969,0.027019333720904294,0.03999999999983944,0.03999999999983958,0.2186340362025762,0.03999999999983971,0.03999999999983969
0.5445701204835001,0.8099999999978403,0.20483684007743935,0.8099999999978403,0.31682709090259276,0.8099999999978403,0.80999999999784,0.8099999999978388,0.80999999999784,0.8099999999978403,0.8099999999978403,0.8099999999978403,0.8099999999978408,0.8099999999978388,0.8099999999978391
0.7823690559148018,0.641198392191238,0.7525868240777269,0.641198392191238,0.7478984451819879,0.641198392191238,1.9599999999957987,1.9599999999958,1.9599999999957987,0.6889045952442105,0.9225209411952429,0.8553992900486566,0.8099999999982003,0.8734792767481944,0.8814892277689234
0.29127681708580017,0.44280165919767256,0.4231300183396546,0.44280165919767256,0.2816451313692089,0.44280165919767256,1.1843777827882052,1.1939937778366307,1.1937986155119669,0.4389549626260939,0.4389549626260939,0.4389549626260939,0.4497883421128456,0.3348108913444786,0.4497883421128456
