Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.949782049424173,0.9735969614234073,0.9711417444915872,0.9554161918711986
pagerank,0.9309513125823269,0.9696937154374009,0.9814184576624843,0.9564427718855761
softmax,0.9145361079029433,0.9649786062821311,0.9554636259132793,0.9479138386799276
