Centrality,ewma,rolling,shrinkage
eigenvector,0.0460526928063744,0.9110370748547232,0.9064409271647984
pagerank,0.0459519518001065,0.939763171378208,0.9386390616958163
softmax,0.0459908663217562,0.9075927369324128,0.9044433460442646
