oos_period,row_model,col_model,adjacency_matrice
150,1,1,0.0
150,1,2,0.0
150,1,3,0.0
150,1,4,0.27361673319958246
150,1,5,0.0
150,1,6,0.0
150,1,7,0.0
150,1,8,0.0
150,2,1,0.7326652771654633
150,2,2,0.0
150,2,3,1.9304011253101743
150,2,4,0.7931557359235005
150,2,5,0.3075688014789823
150,2,6,662.18219599333
150,2,7,971.3006051738334
150,2,8,505.1608151996509
150,3,1,1.0868017668624843
150,3,2,0.0
150,3,3,0.0
150,3,4,0.0
150,3,5,0.0
150,3,6,0.0
150,3,7,0.0
150,3,8,0.0
150,4,1,0.0
150,4,2,0.0
150,4,3,0.21191025960193197
150,4,4,0.0
150,4,5,0.0
150,4,6,0.0
150,4,7,0.0
150,4,8,0.0
150,5,1,0.7156143695300927
150,5,2,0.0
150,5,3,1.9666121088748119
150,5,4,0.8047639432154902
150,5,5,0.0
150,5,6,0.0
150,5,7,0.0
150,5,8,0.0
150,6,1,89573.60506664646
150,6,2,0.0
150,6,3,5977.582227177973
150,6,4,0.7502600692066292
150,6,5,7639.73473336707
150,6,6,0.0
150,6,7,7816.862722572088
150,6,8,3295.5332443378898
150,7,1,0.7577627717385278
150,7,2,0.0
150,7,3,2.370056008991073
150,7,4,0.7726909500605779
150,7,5,1440.6111756254593
150,7,6,0.0
150,7,7,0.0
150,7,8,0.0
150,8,1,0.8077209377754684
150,8,2,0.0
150,8,3,98102.518063101
150,8,4,0.8425750337630793
150,8,5,206.38210582401499
150,8,6,0.0
150,8,7,6746.710589741634
150,8,8,0.0
151,1,1,0.0
151,1,2,0.0
151,1,3,0.22255109387303051
151,1,4,0.5772653631809983
151,1,5,0.0
151,1,6,0.0
151,1,7,0.0
151,1,8,0.0
151,2,1,0.6862992677652161
151,2,2,0.0
151,2,3,1.7210463777125753
151,2,4,0.8717731749682792
151,2,5,0.0
151,2,6,3245.1621131738834
151,2,7,21641.21907585816
151,2,8,0.0
151,3,1,0.0
151,3,2,0.0
151,3,3,0.0
151,3,4,0.27929834219312866
151,3,5,0.0
151,3,6,0.0
151,3,7,0.0
151,3,8,0.0
151,4,1,0.0
151,4,2,0.0
151,4,3,0.0
151,4,4,0.0
151,4,5,0.0
151,4,6,0.0
151,4,7,0.0
151,4,8,0.0
151,5,1,0.6566521225793399
151,5,2,0.21948327318800281
151,5,3,1.680582224140793
151,5,4,0.7601456060823638
151,5,5,0.0
151,5,6,1057.39551045183
151,5,7,15750.921556542213
151,5,8,0.0
