oos_period,centrality_type,model,centrality_score
150,eigenvector,1,6.08452633095785e-09
150,eigenvector,2,0.9694778873189206
150,eigenvector,3,6.322413686535427e-09
150,eigenvector,4,6.069114435687491e-09
150,eigenvector,5,7.045839589258187e-09
150,eigenvector,6,0.030331365564016777
150,eigenvector,7,4.947725309449997e-07
150,eigenvector,8,0.00019022682163756798
151,eigenvector,1,5.139241938378251e-09
151,eigenvector,2,0.004043963761084529
151,eigenvector,3,5.035446719190683e-09
151,eigenvector,4,4.980016383804154e-09
151,eigenvector,5,0.0013549903855426017
151,eigenvector,6,3.122522649558454e-05
151,eigenvector,7,5.60251450921557e-09
151,eigenvector,8,0.9945697998686576
152,eigenvector,1,4.614038155306002e-09
152,eigenvector,2,0.00012035514486865285
152,eigenvector,3,4.581743572964081e-09
152,eigenvector,4,4.525458987653876e-09
152,eigenvector,5,0.0080860099932083
152,eigenvector,6,3.07891663811994e-05
152,eigenvector,7,5.017901380716966e-09
152,eigenvector,8,0.9917628269553996
153,eigenvector,1,4.184032481677856e-09
153,eigenvector,2,0.0013916961098502057
153,eigenvector,3,4.166412006478607e-09
153,eigenvector,4,4.120638603267723e-09
153,eigenvector,5,0.004678885631779081
153,eigenvector,6,2.0789291816667568e-05
153,eigenvector,7,4.43676799137946e-09
153,eigenvector,8,0.9939086120577029
154,eigenvector,1,5.876825187522221e-09
154,eigenvector,2,0.0003968180894866074
154,eigenvector,3,5.806524807670024e-09
154,eigenvector,4,5.704849598399531e-09
154,eigenvector,5,0.008921796596433962
154,eigenvector,6,3.642294823888192e-05
154,eigenvector,7,6.352895763826927e-09
154,eigenvector,8,0.9906449386237451
155,eigenvector,1,5.506952794204987e-09
155,eigenvector,2,0.00010244057323973503
155,eigenvector,3,5.526117079352501e-09
155,eigenvector,4,5.405251832760236e-09
155,eigenvector,5,0.9943832249496473
155,eigenvector,6,0.005510062358313343
155,eigenvector,7,4.248979345382528e-06
155,eigenvector,8,6.7001327051307595e-09
156,eigenvector,1,3.2880459702326095e-09
156,eigenvector,2,0.009737644947994019
156,eigenvector,3,3.1301079024246444e-09
156,eigenvector,4,1.2419661927587768e-08
156,eigenvector,5,0.9898196474096036
156,eigenvector,6,0.00043949237063731504
156,eigenvector,7,3.192928778799272e-06
156,eigenvector,8,3.5041704303705318e-09
157,eigenvector,1,9.144254955109425e-09
157,eigenvector,2,0.0036345811557346405
157,eigenvector,3,8.50674888275478e-09
157,eigenvector,4,8.30159122585344e-09
157,eigenvector,5,0.9962740369241528
157,eigenvector,6,9.125225834859185e-05
157,eigenvector,7,9.643594352493714e-09
157,eigenvector,8,9.406457458733802e-08
158,eigenvector,1,8.800240354566243e-09
158,eigenvector,2,0.00012071579967336774
158,eigenvector,3,8.422198308100043e-09
158,eigenvector,4,8.21492846089979e-09
158,eigenvector,5,0.9921479441049939
158,eigenvector,6,0.007726876829967011
158,eigenvector,7,9.573838601952042e-09
158,eigenvector,8,4.428253159954344e-06
159,eigenvector,1,6.2759724388526284e-09
159,eigenvector,2,6.5794578222159934e-09
