oos_period,full_gcsr_eigenvector,full_gcsr_pagerank,full_gcsr_softmax,graph_only_eigenvector,graph_only_pagerank,graph_only_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best
150,1.2104633671770573,1.2178969810747764,1.2460965113122744,1.9547807532237937,1.1233077593735659,1.9355842130822383,1.8887233884450654,1.8887233884450654,1.2234356963937656,1.1058996052557442,1.8887233884450654
151,0.19158639426875512,0.19158639426875512,0.1977137373099883,-0.5140627288878807,-0.15583182476505558,0.014830029327962513,-0.5157858086155833,-0.5157858086155833,0.1834853951275699,0.1714548119285202,0.5697566772308367
152,-0.2646323763716503,-0.2646323763716503,-0.26388683939228913,-0.09121901814483607,-0.1872622503610497,-0.2399559734203053,-0.08333524657342053,-0.08333524657342053,-0.2583652896886465,-0.26321256868830845,-0.19321466010542293
153,-0.11300425340089959,-0.11300425340089959,-0.11218594065588494,0.9098019901933143,0.1446560088304243,0.10249076171401761,0.9196865629001201,0.9196865629001201,-0.10567394171303052,-0.1449416071353154,-0.09818007975322979
154,0.12961404846717062,0.12961404846717062,0.129731501761971,4.472791096768825,0.6731520707383161,0.5704916554143487,4.557185044895467,4.557185044895467,0.1592252177424358,0.012121221155247386,0.19059910706568117
155,0.4374496832968571,0.4345181171883562,0.44436533328831707,0.44401182288612806,0.34069489351170923,0.8946318705789553,0.44055235276971383,0.44055235276971383,0.40878739471204817,0.442434439572462,0.4403705406390671
156,-0.9558248050398455,-0.9574346844740884,-0.9650309881044872,-1.0167828653477207,-0.8365924344483431,-1.0109898186255508,-1.01647245069246,-1.01647245069246,-0.9542048830954426,-0.9286290653137995,-1.0186781172018813
157,-0.2796422045121378,-0.2877940364821121,-0.2916537566457471,-0.3274020841429527,-0.3015555304180632,-0.385140192088676,-0.3267879892034573,-0.3267879892034573,-0.27914348997342986,-0.28722826657591743,-0.37837143700252773
158,0.4550307196684703,0.44046184961702656,0.4714028737509246,-0.028709264795036837,-0.02341025558580987,0.07888616449447264,-0.028646954051035383,-0.028646954051035383,0.5092357514683938,0.2638723480518221,1.2992284395005718
159,-0.27175487811549054,-0.27478013988654854,-0.28699938658850827,-0.2682410966267202,-0.21390147721528852,-0.4752352300946276,-0.24485816554605794,-0.4680998591337194,-0.28130504927607813,-0.26290710832016767,-0.4680998591337194
160,-0.5188350140763118,-0.5188350140763118,-0.5488959581528214,-0.6595787213656531,-0.358376147426202,-0.28205360086975495,-0.6597012464735899,-0.6157881392721436,-0.5632433777803483,-0.5539313311913574,-0.13808560489434718
161,0.1942838238473843,0.18698956901882297,0.18978033842657344,5.958372116270609,0.9231217109941136,1.454625924258739,0.15558548658261573,0.15558548658261573,0.23204651326380366,0.2935295115099414,-0.014314733580028528
162,1.4474203610928749,1.4619895711991577,1.488022637680634,-0.195218705628603,0.007001754498243806,0.5790098280059393,-0.19896392420645725,-0.19896392420645725,1.5150562872623912,1.7436399765899688,1.8317253751302833
163,0.604066909058014,0.6218687603418168,0.6184232038733116,0.0667643507325335,0.012514030573976404,-0.021926852429479227,0.06873860758015266,0.06873860758015266,0.7403122015326374,0.9246046286784999,-0.036168033691556745
164,-1.7377854506563846,-1.7650124472805397,-1.7687617120299444,-0.7151834259028482,-0.7450081403737836,-1.6105591358360023,-0.7096982249061399,-0.7096982249061399,-1.7556737737616086,-1.8219195149108156,-1.666421486685225
165,-0.3955762045049834,-0.3955762045049834,-0.3955762045049834,-0.4228472200038972,0.8317857043084507,9.80496859474685,11.269211323341645,-0.4062400676575711,-0.399093796784759,-0.40726557405224384,-0.4062400676575711
166,-0.11974050875952558,-0.12144896241937646,-0.12163202492880455,-0.11841646274869157,-0.10778214118158239,-0.10661102511340807,-0.11822428165152883,-0.11822428165152883,-0.12055342471506372,-0.11692688178011135,-0.11814591312389094
167,-0.36088038751731844,-0.35703372956216006,-0.3600745948840864,-0.3339574752279031,0.6193140659804335,7.241796506691401,7.401666890454023,-0.45759239034326704,-0.3432019881476984,-0.39352915694456775,-0.41291634772884067
168,-0.7590687577214176,-0.7583542726553455,-0.7617459540318678,-0.004563792701585134,-0.1132459494180783,-0.48081113426752525,-0.003972684077998778,-0.003972684077998778,-0.7800466293952886,-0.8026185524605776,-0.2733310225098772
169,1.361846050604089,1.3408772328894383,1.3704598290336256,0.09419155267852741,0.10967206545966701,0.4243270764786627,0.0936972529740433,0.4893688131036779,1.5337831918297933,1.5721341608758568,0.2085220214458529
170,3.888035035958384,3.785103503353783,3.823028505662598,-0.4837424301992532,-0.6526452841018087,-0.7881645404853341,-0.47742082388869833,-1.6267433628642833,4.354970328369061,5.573794893430868,-1.2589007685473244
171,-2.5110052639326677,-2.6091759851516105,-2.5017616079663867,-3.381121256753766,-2.336683849420109,-3.313417765102716,-3.3811897012083176,-1.2797039045871408,-2.4177804852653546,-2.458822211013969,-3.3129151221264834
172,0.3050622741930583,0.2775252855008168,0.3298933832871389,1.0488323648172275,0.24575278871699127,10.617065034282476,0.9742549146690251,0.9742549146690251,0.258600523630371,0.187244555415409,-0.061823081497057494
173,-0.8227956444723664,-0.91538456838967,-0.8758023655451455,-1.1640023243329365,-0.06443209815157713,-0.1824643739735896,-1.1746567924532911,-1.2227156099270011,-0.7580968357637184,-0.5102996189851472,-1.1746567924532911
