oos_period,variant,row_model,col_model,mu
150,legacy,1,1,0.0
150,legacy,1,2,44.21338939561477
150,legacy,1,3,49.43226165124033
150,legacy,1,4,44.934645096594394
150,legacy,1,5,43.13060771910991
150,legacy,1,6,42.30786450856642
150,legacy,1,7,50.38772801056952
150,legacy,1,8,49.621694146725034
150,legacy,2,1,-44.21338939561477
150,legacy,2,2,0.0
150,legacy,2,3,4.156300670566685
150,legacy,2,4,1.029389521248238
150,legacy,2,5,-0.6538207046378599
150,legacy,2,6,1.6001225003494162
150,legacy,2,7,-2.841246848921252
150,legacy,2,8,0.2014553553620635
150,legacy,3,1,-49.43226165124033
150,legacy,3,2,-4.156300670566685
150,legacy,3,3,0.0
150,legacy,3,4,-2.188489357404324
150,legacy,3,5,-5.33579218039344
150,legacy,3,6,-7.263343604330405
150,legacy,3,7,6.690174570061421
150,legacy,3,8,9.590068413723584
150,legacy,4,1,-44.934645096594394
150,legacy,4,2,-1.029389521248238
150,legacy,4,3,2.188489357404324
150,legacy,4,4,0.0
150,legacy,4,5,-1.4614577808268343
150,legacy,4,6,-5.877760691705773
150,legacy,4,7,3.303836646430707
150,legacy,4,8,1.4306350848116818
150,legacy,5,1,-43.13060771910991
150,legacy,5,2,0.6538207046378599
150,legacy,5,3,5.33579218039344
150,legacy,5,4,1.4614577808268343
150,legacy,5,5,0.0
150,legacy,5,6,-1.656115696729508
150,legacy,5,7,12.174011526448973
150,legacy,5,8,6.058067602425737
150,legacy,6,1,-42.30786450856642
150,legacy,6,2,-1.6001225003494162
150,legacy,6,3,7.263343604330405
150,legacy,6,4,5.877760691705773
150,legacy,6,5,1.656115696729508
150,legacy,6,6,0.0
150,legacy,6,7,-8.487166104055136
150,legacy,6,8,0.3642376749199454
150,legacy,7,1,-50.38772801056952
150,legacy,7,2,2.841246848921252
150,legacy,7,3,-6.690174570061421
150,legacy,7,4,-3.303836646430707
150,legacy,7,5,-12.174011526448973
150,legacy,7,6,8.487166104055136
150,legacy,7,7,0.0
150,legacy,7,8,2.8407892765911376
150,legacy,8,1,-49.621694146725034
150,legacy,8,2,-0.2014553553620635
150,legacy,8,3,-9.590068413723584
150,legacy,8,4,-1.4306350848116818
150,legacy,8,5,-6.058067602425737
150,legacy,8,6,-0.3642376749199454
150,legacy,8,7,-2.8407892765911376
150,legacy,8,8,0.0
151,legacy,1,1,0.0
151,legacy,1,2,39.283619569045385
151,legacy,1,3,52.193672760413364
151,legacy,1,4,46.09315592163309
151,legacy,1,5,37.7925658034698
151,legacy,1,6,46.073016732785945
151,legacy,1,7,41.596779615191984
151,legacy,1,8,43.33246868395616
151,legacy,2,1,-39.283619569045385
151,legacy,2,2,0.0
151,legacy,2,3,8.454519342801406
151,legacy,2,4,1.0259200948135152
151,legacy,2,5,-0.4630212317278139
151,legacy,2,6,-2.6221268730123724
151,legacy,2,7,-26.799573825916696
151,legacy,2,8,-2.143850456913377
151,legacy,3,1,-52.193672760413364
151,legacy,3,2,-8.454519342801406
151,legacy,3,3,0.0
151,legacy,3,4,-3.270466048436438
151,legacy,3,5,-7.389101655113416
151,legacy,3,6,-2.474804880399687
151,legacy,3,7,-3.7418289921891725
151,legacy,3,8,-1.6981410412986238
151,legacy,4,1,-46.09315592163309
151,legacy,4,2,-1.0259200948135152
151,legacy,4,3,3.270466048436438
151,legacy,4,4,0.0
151,legacy,4,5,-0.6804090539081834
151,legacy,4,6,3.1002017480374615
151,legacy,4,7,-3.7594975489771647
151,legacy,4,8,1.9981178741519225
151,legacy,5,1,-37.7925658034698
151,legacy,5,2,0.4630212317278139
151,legacy,5,3,7.389101655113416
151,legacy,5,4,0.6804090539081834
151,legacy,5,5,0.0
151,legacy,5,6,-0.9127463255211721
151,legacy,5,7,-6.07170061853602
151,legacy,5,8,3.2953119056204443
151,legacy,6,1,-46.073016732785945
151,legacy,6,2,2.6221268730123724
151,legacy,6,3,2.474804880399687
151,legacy,6,4,-3.1002017480374615
151,legacy,6,5,0.9127463255211721
151,legacy,6,6,0.0
151,legacy,6,7,2.2212362205547107
151,legacy,6,8,5.60183103067515
151,legacy,7,1,-41.596779615191984
151,legacy,7,2,26.799573825916696
151,legacy,7,3,3.7418289921891725
151,legacy,7,4,3.7594975489771647
151,legacy,7,5,6.07170061853602
151,legacy,7,6,-2.2212362205547107
151,legacy,7,7,0.0
151,legacy,7,8,12.324753188015876
151,legacy,8,1,-43.33246868395616
151,legacy,8,2,2.143850456913377
151,legacy,8,3,1.6981410412986238
151,legacy,8,4,-1.9981178741519225
151,legacy,8,5,-3.2953119056204443
151,legacy,8,6,-5.60183103067515
151,legacy,8,7,-12.324753188015876
151,legacy,8,8,0.0
152,legacy,1,1,0.0
152,legacy,1,2,52.09705708809377
152,legacy,1,3,59.00512283640172
152,legacy,1,4,52.965795344423825
152,legacy,1,5,48.93288197510859
152,legacy,1,6,47.972275719032524
152,legacy,1,7,45.35263139524365
152,legacy,1,8,52.075590055731354
152,legacy,2,1,-52.09705708809377
152,legacy,2,2,0.0
152,legacy,2,3,5.656409706678454
152,legacy,2,4,0.015536408665583657
152,legacy,2,5,-1.8572704986634774
152,legacy,2,6,-6.665856692092773
152,legacy,2,7,-10.205701489222315
152,legacy,2,8,-0.17872223563005196
152,legacy,3,1,-59.00512283640172
152,legacy,3,2,-5.656409706678454
152,legacy,3,3,0.0
152,legacy,3,4,-3.9843441952785392
152,legacy,3,5,-4.2760767922206
152,legacy,3,6,-8.052137580836867
152,legacy,3,7,-8.721606589202434
152,legacy,3,8,-2.367598545101077
152,legacy,4,1,-52.965795344423825
152,legacy,4,2,-0.015536408665583657
152,legacy,4,3,3.9843441952785392
152,legacy,4,4,0.0
152,legacy,4,5,-1.2335537254722655
152,legacy,4,6,-2.1417179214878868
152,legacy,4,7,-5.797735224100695
152,legacy,4,8,1.4708893395756533
152,legacy,5,1,-48.93288197510859
152,legacy,5,2,1.8572704986634774
152,legacy,5,3,4.2760767922206
152,legacy,5,4,1.2335537254722655
152,legacy,5,5,0.0
152,legacy,5,6,-3.607177846531179
152,legacy,5,7,-1.8352201039648581
152,legacy,5,8,4.336364118752369
152,legacy,6,1,-47.972275719032524
152,legacy,6,2,6.665856692092773
152,legacy,6,3,8.052137580836867
152,legacy,6,4,2.1417179214878868
152,legacy,6,5,3.607177846531179
152,legacy,6,6,0.0
152,legacy,6,7,1.6903888256389612
152,legacy,6,8,7.0518884133174735
152,legacy,7,1,-45.35263139524365
152,legacy,7,2,10.205701489222315
152,legacy,7,3,8.721606589202434
152,legacy,7,4,5.797735224100695
152,legacy,7,5,1.8352201039648581
152,legacy,7,6,-1.6903888256389612
152,legacy,7,7,0.0
152,legacy,7,8,8.525670656991947
152,legacy,8,1,-52.075590055731354
152,legacy,8,2,0.17872223563005196
152,legacy,8,3,2.367598545101077
152,legacy,8,4,-1.4708893395756533
152,legacy,8,5,-4.336364118752369
152,legacy,8,6,-7.0518884133174735
152,legacy,8,7,-8.525670656991947
152,legacy,8,8,0.0
153,legacy,1,1,0.0
153,legacy,1,2,52.381997583842924
153,legacy,1,3,59.83724888832243
153,legacy,1,4,53.20525576467308
153,legacy,1,5,51.22218162208034
153,legacy,1,6,46.659635818126226
153,legacy,1,7,49.910327465079035
153,legacy,1,8,55.351163309716554
153,legacy,2,1,-52.381997583842924
153,legacy,2,2,0.0
153,legacy,2,3,5.032176755231898
153,legacy,2,4,0.49156945738638885
153,legacy,2,5,-1.6009111840955614
153,legacy,2,6,-5.012652340507711
153,legacy,2,7,-2.1637004957338
153,legacy,2,8,4.526431248375103
153,legacy,3,1,-59.83724888832243
153,legacy,3,2,-5.032176755231898
153,legacy,3,3,0.0
153,legacy,3,4,-4.778605958562935
153,legacy,3,5,-8.51246474085379
153,legacy,3,6,-10.309253356939621
153,legacy,3,7,-10.769777964227002
153,legacy,3,8,-5.883491802845463
153,legacy,4,1,-53.20525576467308
153,legacy,4,2,-0.49156945738638885
153,legacy,4,3,4.778605958562935
153,legacy,4,4,0.0
153,legacy,4,5,-1.5162677226345194
153,legacy,4,6,-4.209694161380705
153,legacy,4,7,-4.5599249041358645
153,legacy,4,8,1.5751811759623182
153,legacy,5,1,-51.22218162208034
153,legacy,5,2,1.6009111840955614
153,legacy,5,3,8.51246474085379
153,legacy,5,4,1.5162677226345194
153,legacy,5,5,0.0
153,legacy,5,6,-4.133141616098675
153,legacy,5,7,-2.92799906538424
153,legacy,5,8,4.02766794735561
153,legacy,6,1,-46.659635818126226
153,legacy,6,2,5.012652340507711
153,legacy,6,3,10.309253356939621
153,legacy,6,4,4.209694161380705
153,legacy,6,5,4.133141616098675
153,legacy,6,6,0.0
153,legacy,6,7,2.4454294972276758
153,legacy,6,8,8.152621606352676
153,legacy,7,1,-49.910327465079035
153,legacy,7,2,2.1637004957338
153,legacy,7,3,10.769777964227002
153,legacy,7,4,4.5599249041358645
153,legacy,7,5,2.92799906538424
153,legacy,7,6,-2.4454294972276758
153,legacy,7,7,0.0
153,legacy,7,8,7.960239117392099
153,legacy,8,1,-55.351163309716554
153,legacy,8,2,-4.526431248375103
153,legacy,8,3,5.883491802845463
153,legacy,8,4,-1.5751811759623182
153,legacy,8,5,-4.02766794735561
153,legacy,8,6,-8.152621606352676
153,legacy,8,7,-7.960239117392099
153,legacy,8,8,0.0
154,legacy,1,1,0.0
154,legacy,1,2,52.13127805901722
154,legacy,1,3,59.8859911375546
154,legacy,1,4,53.12835658433781
154,legacy,1,5,52.84705043277504
154,legacy,1,6,47.68905043210643
154,legacy,1,7,50.23414920926469
154,legacy,1,8,56.76851030871201
154,legacy,2,1,-52.13127805901722
154,legacy,2,2,0.0
154,legacy,2,3,4.286263822722569
154,legacy,2,4,1.7544217205461021
154,legacy,2,5,0.9967531185386944
154,legacy,2,6,-1.3284682841801736
154,legacy,2,7,4.073967562820008
154,legacy,2,8,7.208239218976095
154,legacy,3,1,-59.8859911375546
154,legacy,3,2,-4.286263822722569
154,legacy,3,3,0.0
154,legacy,3,4,-3.2324019577740444
154,legacy,3,5,0.4556002582334342
154,legacy,3,6,-11.631729681099657
154,legacy,3,7,-10.99851733090848
154,legacy,3,8,-5.098411189930426
154,legacy,4,1,-53.12835658433781
154,legacy,4,2,-1.7544217205461021
154,legacy,4,3,3.2324019577740444
154,legacy,4,4,0.0
154,legacy,4,5,-3.0224559887966214
154,legacy,4,6,-5.656571235410897
154,legacy,4,7,-0.7389603836003432
154,legacy,4,8,1.7380622137845287
154,legacy,5,1,-52.84705043277504
154,legacy,5,2,-0.9967531185386944
154,legacy,5,3,-0.4556002582334342
154,legacy,5,4,3.0224559887966214
154,legacy,5,5,0.0
154,legacy,5,6,-4.492066215408592
154,legacy,5,7,7.189359206474732
154,legacy,5,8,9.295641729767336
154,legacy,6,1,-47.68905043210643
154,legacy,6,2,1.3284682841801736
154,legacy,6,3,11.631729681099657
154,legacy,6,4,5.656571235410897
154,legacy,6,5,4.492066215408592
154,legacy,6,6,0.0
154,legacy,6,7,0.841514705163462
154,legacy,6,8,7.243341806160801
154,legacy,7,1,-50.23414920926469
154,legacy,7,2,-4.073967562820008
154,legacy,7,3,10.99851733090848
154,legacy,7,4,0.7389603836003432
154,legacy,7,5,-7.189359206474732
154,legacy,7,6,-0.841514705163462
154,legacy,7,7,0.0
154,legacy,7,8,5.685174873098855
154,legacy,8,1,-56.76851030871201
154,legacy,8,2,-7.208239218976095
154,legacy,8,3,5.098411189930426
154,legacy,8,4,-1.7380622137845287
154,legacy,8,5,-9.295641729767336
154,legacy,8,6,-7.243341806160801
154,legacy,8,7,-5.685174873098855
154,legacy,8,8,0.0
155,legacy,1,1,0.0
155,legacy,1,2,53.53898484277119
155,legacy,1,3,61.39743744878115
155,legacy,1,4,56.1164311592163
155,legacy,1,5,50.39207227735878
155,legacy,1,6,49.81355124874977
155,legacy,1,7,44.307630609779665
155,legacy,1,8,57.768314931065525
155,legacy,2,1,-53.53898484277119
155,legacy,2,2,0.0
155,legacy,2,3,5.355747765153269
155,legacy,2,4,0.8691805322559079
155,legacy,2,5,-6.8486356192377436
155,legacy,2,6,-4.82636632856835
155,legacy,2,7,-0.7394888863140365
155,legacy,2,8,-0.41410226980926534
155,legacy,3,1,-61.39743744878115
155,legacy,3,2,-5.355747765153269
155,legacy,3,3,0.0
155,legacy,3,4,-1.231421196679496
155,legacy,3,5,-6.493660463462507
155,legacy,3,6,-9.043990503177483
155,legacy,3,7,-9.877811636213472
155,legacy,3,8,10.636514336457562
155,legacy,4,1,-56.1164311592163
155,legacy,4,2,-0.8691805322559079
155,legacy,4,3,1.231421196679496
155,legacy,4,4,0.0
155,legacy,4,5,-8.451041275669862
155,legacy,4,6,-4.501909042971064
155,legacy,4,7,0.3392244517514803
155,legacy,4,8,4.024205652360838
155,legacy,5,1,-50.39207227735878
155,legacy,5,2,6.8486356192377436
155,legacy,5,3,6.493660463462507
155,legacy,5,4,8.451041275669862
155,legacy,5,5,0.0
155,legacy,5,6,-0.30446976820847577
