oos_period,model_1,model_2,model_3,model_4,model_5,model_6,model_7,model_8
150,0.08132742197591665,0.22565037356305453,0.15373163460130088,0.01163904946018061,0.1654330930593855,0.11274430495897181,0.16715686228886914,0.08231726009132087
151,0.05195701686301847,0.1986804427832683,0.15791783912086255,0.05647375947947044,0.17454835864435997,0.1149240968752374,0.1399957889933852,0.10550269723939763
152,0.04901536791450839,0.19557504642365403,0.15353421490643168,0.05174268671815037,0.18773726323372872,0.11576014900520844,0.1337718923207033,0.1128633794766151
153,0.04962522178135305,0.2003183012124366,0.15558883049964656,0.04985370472814258,0.17933239930073447,0.113216126658676,0.13402274576180692,0.11804267005620372
154,0.04482129877227782,0.2050419647738641,0.15000273330520938,0.06021270656467269,0.1771399903967498,0.11446113941480159,0.14068180382576403,0.10763836294566051
155,0.02721102217417175,0.22549499184016872,0.1461429469938714,0.057493985968779006,0.16648865479836608,0.10543787233736222,0.15327977983140684,0.1184507460548739
156,0.028656731496639394,0.20007915845496405,0.13634660527187184,0.08194292419254076,0.17368481882425954,0.13363608895453458,0.15721848044831244,0.08843519235587727
157,0.02868709720199845,0.20018194417405047,0.1357424203690348,0.08265224454367011,0.17044363520124192,0.13271127156717538,0.1601822210462502,0.08939916589557868
158,0.0359528280534435,0.23458105188641962,0.1322594750400851,0.06802434701865424,0.18016852446159984,0.12246082763096001,0.14942050754037545,0.07713243836746221
159,0.03712145446822334,0.2287590255554524,0.13659711903043073,0.07152576079222209,0.17377344985674043,0.1253348258469418,0.14764403151200303,0.07924433293698611
160,0.03852342449064244,0.21776514132262614,0.14331411231308291,0.05895020404118865,0.18365805599626628,0.12971934540260374,0.14142188389063254,0.08664783254195726
161,0.04307497282587508,0.16767888455405325,0.18111892356343554,0.08103559751924212,0.16086419717064238,0.12876590823143208,0.11804333486388094,0.1194181812704384
162,0.03528658703105506,0.20849771445349632,0.14461520579269124,0.1137466654139779,0.1556619768405246,0.16219530171776722,0.07241839605226798,0.10757815269721961
163,0.026657412496961665,0.18283858101711542,0.15114549414782355,0.1276521263612991,0.1536402884966399,0.18996348037923472,0.06315401141065395,0.10494860568927164
164,0.026541347642163926,0.14662204096990292,0.1919487033317061,0.09525285338443461,0.14739828902530466,0.17896674136643265,0.08228921534956551,0.13098080892948957
165,0.0,0.1469787721307386,0.10322848996018903,0.27898941698067026,0.07610858905222709,0.22566189951478133,0.04610575261951594,0.12292707974087773
166,0.01683712730624424,0.1379598634853345,0.20717126513877374,0.11723089235275228,0.14269510905154745,0.215339755558382,0.03457469295439753,0.1281912941515682
167,0.024717477721751514,0.1260721438832176,0.2030558941308953,0.11524119318576606,0.16327652885087263,0.1993527721819021,0.03597263305806807,0.13231135698652668
168,0.02030720902471422,0.1102807686897329,0.21157483919333187,0.11137795580543937,0.16472090545280596,0.19743207100525903,0.05167518708172303,0.13263106374599362
169,0.030000878318935664,0.13445918791015224,0.22048221449450878,0.11910912612987834,0.14294080035390955,0.21624657622348914,0.009976712488223521,0.12678450407990277
170,0.04673880413922479,0.34247702121682577,0.10117342206912587,0.12267112992016924,0.1233835365668156,0.15948535687529644,0.02364577973196753,0.08042494947957458
171,0.038150729248852086,0.2836131552597306,0.093820669547978,0.1724830456994486,0.10018323045279222,0.24661347729977284,8.825265003349208e-19,0.06513569249042556
172,0.0026590810568481458,0.12142873879667088,0.11833556618600408,0.3353079833804016,0.04642965701579907,0.27633871075732214,0.009686968605815027,0.08981329420013906
173,0.00390899788014152,0.10509065119011307,0.24039772370725979,0.1404781959998439,0.1367280257086238,0.25157198656292834,0.008696496745737643,0.11312792220435187
174,0.0030965368731549533,0.09735632462592018,0.2415985535889123,0.13442390291651202,0.14303893002897322,0.2506801301477239,0.010102261073421673,0.11970336074438172
175,0.0,0.11016599005684706,0.21441592295476675,0.15258913892139536,0.1205445023451707,0.28980637819580735,0.025358402612054187,0.08711966491295862
176,0.030175509807092944,0.10280385218730526,0.2178215225854521,0.11559188679597726,0.14942661619315134,0.21457736779919875,0.056282290912461695,0.11332095371836062
177,0.03194153913086117,0.09966947333281369,0.22927500930542968,0.11302560445673497,0.14164031854856354,0.21363830271151668,0.05599491517642185,0.11481483733665836
178,0.028609391161017336,0.0949983953624147,0.2341766744672452,0.11326771972214456,0.1450370886099019,0.20816028489959082,0.058940029822894355,0.11681041595379107
179,0.026957884719713752,0.07482336982583203,0.295080705393042,0.1046803810458275,0.13554242246991433,0.2597677701442572,0.006694994666495107,0.09645247173391805
180,0.048743897109087164,0.09167196304605092,0.25739765370187956,0.10835905746316252,0.15708874502404357,0.19402550404460878,0.031500059731838,0.11121311987832945
181,0.04652572606616832,0.08416521694925085,0.25822736705209515,0.11487047749362521,0.160446895499626,0.19034635235496294,0.03033471608774801,0.11508324849552344
182,0.04051165511249842,0.08624200480190625,0.25747042917699164,0.12165941330551631,0.16286607603475778,0.1861922064879754,0.030501157047898193,0.11455705803145594
183,0.04402766071516308,0.12411822061638113,0.21226564871517475,0.14790605836706266,0.17048964408914163,0.2184744080209432,0.003533444962065346,0.0791849145130682
184,0.046337935151076724,0.10560513678922356,0.19380907304983838,0.16160929684345382,0.18436534530622312,0.20812916585166802,7.797236064488556e-19,0.10014404700751631
185,0.04943866933203192,0.10468338489146972,0.20071364303219438,0.15343945130356396,0.18834249766141672,0.20622691640616683,0.0,0.09715543737215643
186,0.05197391477871449,0.10260549433916147,0.20039545000733586,0.14811791945306205,0.19174968876094847,0.20618136516670235,0.0,0.09897616749307532
187,0.05299567160322436,0.104125031341089,0.1991435628206998,0.14604845700737548,0.19762364287298365,0.2078517025874217,1.2959604092977834e-17,0.09221193176620601
188,0.04099467685995462,0.11698126693864958,0.20501335781574107,0.14230330854635287,0.18229402675029951,0.22869419912005548,0.0,0.08371916396794687
189,0.04394722474063257,0.1111459522795927,0.22391720615953434,0.1386152245298318,0.1804701709690972,0.21895546623023102,8.631265732512688e-19,0.08294875509008028
190,0.03584801778169375,0.1295191122880224,0.15111337571680314,0.15749953135467365,0.20189537454764736,0.24986525626546255,0.0,0.07425933204469712
191,0.07804770517393053,0.15963307122926826,0.1324870604498352,0.14634451960447284,0.21829908194115694,0.2251305949369874,3.4213248926343076e-18,0.040057966663348696
192,0.0746105636187846,0.15529293723164705,0.12460520155344748,0.1527241560245422,0.24981995862965695,0.2057545876107824,2.5362310492916126e-17,0.03719259533013916
193,0.09832179255765357,0.1386738114072342,0.15578799180798092,0.17229793142395067,0.2480532672536173,0.18475223272786942,1.579427926030032e-17,0.0021129728206939675
194,0.12834073572796456,0.07885394625973592,0.13848914039322804,0.19657256873416606,0.22954153547926912,0.19711334394816785,0.022029711091121205,0.009059018365347206
195,0.13034713351678157,0.07825558928828774,0.13555028510507344,0.19467114353449635,0.23739952305786174,0.19365356807768802,0.020534165629716144,0.009588591789094958
196,0.1574553297807785,0.0882559256448278,0.1444926894493861,0.1848110910285961,0.22830916714691807,0.17279897658404572,0.013298453757128447,0.010578366607319244
197,0.18288545463657105,0.07627813630632492,0.13944605497441306,0.16891613036776293,0.27005696624456826,0.12844308133503346,0.027440153932105815,0.006534022202220468
198,0.18353106606860925,0.07448431164487683,0.1424387523929372,0.16734708317168193,0.26807917345817556,0.12939318363038366,0.02657375376637719,0.00815267586595839
199,0.17043583458775824,0.07432331253879726,0.16083753436152262,0.16097717880107093,0.2505114984192682,0.14235986354353428,0.026229163864334153,0.014325613882714338
200,0.16047835759579018,0.06454633008900391,0.1628777666917581,0.15423036630555648,0.27430588969372494,0.13157924752339759,0.029109334607807635,0.02287270749196109
201,0.17093610473215126,0.0417123845741937,0.1426741798991265,0.14004084113577953,0.2952517732399138,0.1354590460327913,0.04473885313272383,0.029186817252319995
202,0.15673290464956205,0.04276703331725392,0.14556456786406707,0.11822395980589843,0.30281439438249014,0.1378433176292984,0.06282648645125609,0.033227335899173815
203,0.15214394541454218,0.042002239507273664,0.12867476601236555,0.12137383210108703,0.31188337875902716,0.15929960940929486,0.04722145008786687,0.03740077870754259
204,0.17113893804014377,0.05267594649555803,0.12259345870047213,0.11117504411744682,0.3172538385511811,0.14447102590896302,0.04254120927290434,0.038150538912330764
205,0.15935159474991553,0.05410793756711814,0.11235080312675708,0.11787474246403672,0.32406743082850453,0.1501762119555744,0.044957036347689876,0.03711424295940373
206,0.16211967403758204,0.03915481889853403,0.10511851490157055,0.09542930954141549,0.3456420275017224,0.1464864490842057,0.038824655977519155,0.06722455005645063
207,0.14471300535291,0.04876490450350341,0.12884375697314773,0.07784783696331862,0.33266499783074516,0.1408649424944362,0.04200705940471796,0.08429349647622088
208,0.1368236902629088,0.04825768831160007,0.12384973360986619,0.08105717055038604,0.338205677456852,0.14506415292151922,0.041635153226163304,0.08510673365970431
209,0.14032689225142497,0.06831486998032338,0.10068536941436473,0.07944491466466046,0.32581894437383424,0.14320907399776683,0.06471503334362112,0.07748490197300419
210,0.1395206979868969,0.059926278032805626,0.09253379770164556,0.08130627166720059,0.338054499240341,0.143872649129598,0.06628888664268931,0.07849691959782303
211,0.16423619756104946,0.06343652292879969,0.10047926739726559,0.0805194123101878,0.32541492280072426,0.13228686171291137,0.07694281500115298,0.05668400028690871
212,0.18270715163791815,0.04791290395183608,0.059152696066658225,0.052012221754433936,0.33735574780881644,0.1469115282184459,0.07728321007541795,0.09666454048547318
213,0.16051007790013788,0.04506107120375797,0.06150446391213067,0.05055739830755701,0.37066431709887365,0.1374717771571654,0.06696796259302007,0.10726293182635718
214,0.16181022022511696,0.07148259295386557,0.06905176846043924,0.055791704757541,0.3614464532479298,0.13380507717084025,0.061425188342771206,0.0851869948404959
215,0.17459624167529914,0.06736005265729293,0.03248164157586668,0.0828831357794922,0.3622763981067202,0.15227171143918947,0.07655241654242856,0.0515784022227107
216,0.1741098895411407,0.0655925179644218,0.029518102029617257,0.08013189412200117,0.3652268071907079,0.15700051689049874,0.07718493068896957,0.05123534157164285
217,0.20488509040521635,0.07444149600667337,0.02515372980809644,0.07575951990827377,0.36633249347903024,0.1507610006231366,0.07711123403282946,0.0255554357357437
218,0.20666465171367754,0.07776014538905375,0.02519106952178641,0.07640433906891646,0.3530079294213606,0.1487556742038414,0.0783407737139482,0.03387541696641564
219,0.08841344840669962,0.022093025953326535,0.0,0.04556915043204764,0.26899849510110424,0.18071856796737046,0.08526276916865035,0.3089445429698011
220,0.2023793469378954,0.07166108476945467,0.020005802858076162,0.09564356976025272,0.3619907685668136,0.1799195148551791,0.06839991225132831,1.4724988275556834e-17
221,0.07687286387036354,0.0512909097607481,0.0,0.05917651810273465,0.25619829396424365,0.16300836948688774,0.17159501569109914,0.2218580291229231
