oos_period,centrality_type,model,centrality_score
150,eigenvector,1,1.4840497007136209e-09
150,eigenvector,2,2.5104014469733685e-05
150,eigenvector,3,3.886899768329236e-06
150,eigenvector,4,3.1999064235753837e-06
150,eigenvector,5,4.155583829440481e-07
150,eigenvector,6,0.0001102934180497359
150,eigenvector,7,0.002945636142165125
150,eigenvector,8,0.9969114625756907
151,eigenvector,1,1.115383789906621e-07
151,eigenvector,2,4.8810815117877284e-05
151,eigenvector,3,0.9998682156318268
151,eigenvector,4,9.142867393069883e-06
151,eigenvector,5,4.827248736286392e-06
151,eigenvector,6,8.486539911584521e-06
151,eigenvector,7,5.178753782449157e-06
151,eigenvector,8,5.5226603852843856e-05
152,eigenvector,1,1.7077333582529825e-08
152,eigenvector,2,1.6187590523300796e-06
152,eigenvector,3,0.9996862509719757
152,eigenvector,4,3.0057474248608804e-08
152,eigenvector,5,2.6503407146165223e-08
152,eigenvector,6,2.4527544920118014e-08
152,eigenvector,7,2.70519866031014e-08
152,eigenvector,8,0.0003120050502253596
153,eigenvector,1,1.300110556419525e-08
153,eigenvector,2,2.0597315480620696e-08
153,eigenvector,3,0.9998349605338066
153,eigenvector,4,2.1214279802249885e-08
153,eigenvector,5,1.9250171429764234e-08
153,eigenvector,6,1.7333260310015264e-08
153,eigenvector,7,2.0116534450029678e-08
153,eigenvector,8,0.00016492795252633248
154,eigenvector,1,6.925046140826538e-11
154,eigenvector,2,6.939381129527944e-11
154,eigenvector,3,0.28275462977713056
154,eigenvector,4,0.00020484391306432133
154,eigenvector,5,0.7066207648644959
154,eigenvector,6,6.938163860915036e-11
154,eigenvector,7,0.00030886507308342274
154,eigenvector,8,0.010110896163199904
155,eigenvector,1,2.140006066156021e-09
155,eigenvector,2,0.0009211171950309331
155,eigenvector,3,0.0013958847567305814
155,eigenvector,4,1.2078612935977507e-06
155,eigenvector,5,2.2103149165148552e-09
155,eigenvector,6,2.221788892610713e-09
155,eigenvector,7,0.022014362034131183
155,eigenvector,8,0.9756674215797039
156,eigenvector,1,1.2625682806078684e-07
156,eigenvector,2,8.273504278669405e-06
156,eigenvector,3,0.9999813149936606
156,eigenvector,4,3.7553231645246446e-06
156,eigenvector,5,6.281069078527983e-07
156,eigenvector,6,9.90380194962043e-07
156,eigenvector,7,4.053564849577827e-06
156,eigenvector,8,8.57869115594611e-07
157,eigenvector,1,1.4037857216853147e-07
157,eigenvector,2,5.40334024489949e-06
157,eigenvector,3,0.9999759575920553
157,eigenvector,4,1.136215854706927e-05
157,eigenvector,5,1.1012097697687911e-06
157,eigenvector,6,2.248539664667639e-06
157,eigenvector,7,2.6280118654534674e-06
157,eigenvector,8,1.1587682805863678e-06
158,eigenvector,1,1.4802944392238008e-07
158,eigenvector,2,7.220684928353804e-06
158,eigenvector,3,0.9999718865195864
158,eigenvector,4,1.2433718449542225e-05
158,eigenvector,5,8.326089585761437e-07
158,eigenvector,6,1.4326041794190154e-06
158,eigenvector,7,1.4301930718699598e-06
158,eigenvector,8,4.615640382088954e-06
159,eigenvector,1,1.386403346104478e-07
159,eigenvector,2,2.8314114913383265e-06
159,eigenvector,3,0.9343898740370948
159,eigenvector,4,0.06559781360081879
159,eigenvector,5,7.452672183360752e-07
159,eigenvector,6,1.1086119592914799e-06
159,eigenvector,7,3.7833679964198416e-06
159,eigenvector,8,3.7050620863781657e-06
160,eigenvector,1,1.7020159716993442e-08
160,eigenvector,2,4.26957648632873e-08
160,eigenvector,3,0.9997795929676293
160,eigenvector,4,0.0002202159975394729
160,eigenvector,5,2.6734545202627554e-08
160,eigenvector,6,3.19930881893891e-08
160,eigenvector,7,3.091763982762705e-08
160,eigenvector,8,4.1672633314205784e-08
161,eigenvector,1,1.3189912514654865e-07
161,eigenvector,2,4.633671942663922e-06
161,eigenvector,3,0.9473786927812816
161,eigenvector,4,0.05261142521880717
161,eigenvector,5,5.867362046709074e-07
161,eigenvector,6,9.119682733187411e-07
161,eigenvector,7,1.894089008052921e-06
161,eigenvector,8,1.7236343574907342e-06
162,eigenvector,1,1.49448881403407e-07
162,eigenvector,2,8.461991880369977e-06
162,eigenvector,3,0.8409658440894926
162,eigenvector,4,0.1590151485564231
162,eigenvector,5,6.775483073976056e-07
162,eigenvector,6,3.2163624952447678e-06
162,eigenvector,7,1.5846100712522568e-06
162,eigenvector,8,4.917391448638002e-06
163,eigenvector,1,3.471992915284706e-08
163,eigenvector,2,1.804978806607601e-07
163,eigenvector,3,0.9982039528616106
163,eigenvector,4,0.0017954103065643701
163,eigenvector,5,6.752909621434574e-08
163,eigenvector,6,1.6686114056657823e-07
163,eigenvector,7,9.123417493594127e-08
163,eigenvector,8,9.598860346597615e-08
164,eigenvector,1,3.0805606860418245e-09
164,eigenvector,2,8.030819536271176e-08
164,eigenvector,3,0.9973185345380948
164,eigenvector,4,0.0026777910871124593
164,eigenvector,5,3.311172637882369e-09
164,eigenvector,6,3.5806327677155582e-06
164,eigenvector,7,3.5110677834108743e-09
164,eigenvector,8,3.53002852667239e-09
165,eigenvector,1,1.4427984446096122e-08
165,eigenvector,2,3.181143578563924e-08
165,eigenvector,3,0.0006520971474147408
165,eigenvector,4,0.9993477516032321
165,eigenvector,5,1.9942136139601688e-08
165,eigenvector,6,2.6962812337943717e-08
165,eigenvector,7,2.5830856652564395e-08
165,eigenvector,8,3.227312786927136e-08
166,eigenvector,1,3.185928322319725e-08
166,eigenvector,2,1.7629718160794207e-07
166,eigenvector,3,0.9984369048878202
166,eigenvector,4,0.0015625085031375178
166,eigenvector,5,5.968313102809962e-08
166,eigenvector,6,1.2803819487406615e-07
166,eigenvector,7,8.794753478935031e-08
166,eigenvector,8,1.0278271675636684e-07
167,eigenvector,1,2.4168358755900166e-08
167,eigenvector,2,1.0150840560907184e-07
167,eigenvector,3,0.9991415119243745
167,eigenvector,4,0.0008581080554999833
167,eigenvector,5,3.82105311011121e-08
167,eigenvector,6,1.054620498131268e-07
167,eigenvector,7,5.361703949457361e-08
167,eigenvector,8,5.705274090385513e-08
168,eigenvector,1,2.1936032122528328e-08
168,eigenvector,2,7.388619490886697e-08
168,eigenvector,3,0.9996324651959905
168,eigenvector,4,0.0003672766536359379
168,eigenvector,5,3.11183127242645e-08
168,eigenvector,6,5.212194137044633e-08
168,eigenvector,7,3.9503781968552205e-08
168,eigenvector,8,3.9583110346148186e-08
169,eigenvector,1,3.4684137681741895e-09
169,eigenvector,2,3.266857983301651e-06
169,eigenvector,3,0.9987480370183519
169,eigenvector,4,0.0012473632526225431
169,eigenvector,5,3.801841728638961e-09
169,eigenvector,6,1.317646762957059e-06
169,eigenvector,7,3.976920868706952e-09
169,eigenvector,8,3.97610305714827e-09
170,eigenvector,1,1.1638997924887174e-09
170,eigenvector,2,0.9013990005165375
170,eigenvector,3,0.0969000336637279
170,eigenvector,4,0.001700772502449744
170,eigenvector,5,1.197548905713451e-09
170,eigenvector,6,1.884941436419431e-07
170,eigenvector,7,1.2281317472184432e-09
170,eigenvector,8,1.2325605998343977e-09
171,eigenvector,1,1.337060964835164e-08
171,eigenvector,2,0.8555708434110578
171,eigenvector,3,0.00047263155854679805
171,eigenvector,4,0.1439564145918007
171,eigenvector,5,1.6483418421041364e-08
171,eigenvector,6,3.448151880240439e-08
171,eigenvector,7,2.2401364675699854e-08
171,eigenvector,8,2.3700683100913077e-08
172,eigenvector,1,2.694271928148075e-08
172,eigenvector,2,9.518478001370535e-08
172,eigenvector,3,0.002452599092112304
172,eigenvector,4,0.9975469958570375
172,eigenvector,5,4.568505033521685e-08
172,eigenvector,6,1.1718359028964314e-07
172,eigenvector,7,5.720072344702545e-08
172,eigenvector,8,6.285298671276968e-08
173,eigenvector,1,3.417630835636558e-08
173,eigenvector,2,1.5503502237824877e-07
173,eigenvector,3,0.99940053642849
173,eigenvector,4,0.0005988783318503515
173,eigenvector,5,5.591928403098885e-08
173,eigenvector,6,1.7378299467198344e-07
173,eigenvector,7,7.761815543980859e-08
173,eigenvector,8,8.8706894714775e-08
174,eigenvector,1,6.515270388883357e-09
174,eigenvector,2,9.608554010640324e-08
174,eigenvector,3,0.99327506656694
174,eigenvector,4,0.006715529893332766
174,eigenvector,5,7.26063650036188e-09
174,eigenvector,6,9.277510266692758e-06
174,eigenvector,7,7.932885001628603e-09
174,eigenvector,8,8.234128633231175e-09
175,eigenvector,1,5.3562611224932484e-12
175,eigenvector,2,4.670549065313486e-06
175,eigenvector,3,0.7300275144017326
175,eigenvector,4,0.12991553262735492
175,eigenvector,5,5.356846424323742e-12
175,eigenvector,6,0.14004810809889987
175,eigenvector,7,2.8621397478627505e-10
175,eigenvector,8,4.1740250201864115e-06
176,eigenvector,1,2.651256186174035e-08
176,eigenvector,2,7.048166533767223e-06
176,eigenvector,3,0.9997191931948524
176,eigenvector,4,9.633646229005422e-08
176,eigenvector,5,4.0610720995873705e-08
176,eigenvector,6,0.0002734747301861836
176,eigenvector,7,4.988070251539239e-08
176,eigenvector,8,7.056697991395878e-08
177,eigenvector,1,6.995844503580815e-09
177,eigenvector,2,8.115471804401633e-08
177,eigenvector,3,0.9987213133071166
177,eigenvector,4,0.0012728912631340432
177,eigenvector,5,7.972248577237543e-09
177,eigenvector,6,5.6813405547603676e-06
177,eigenvector,7,8.356178754524036e-09
177,eigenvector,8,9.609204718314863e-09
178,eigenvector,1,1.5372298484341866e-07
178,eigenvector,2,1.516348519269195e-05
178,eigenvector,3,0.9999369732678223
178,eigenvector,4,3.379599932242202e-05
178,eigenvector,5,6.317734461140401e-07
178,eigenvector,6,3.6714395505858434e-06
178,eigenvector,7,1.1362368378577487e-06
178,eigenvector,8,8.474073843312369e-06
179,eigenvector,1,1.8533888763023145e-07
179,eigenvector,2,3.6333859531991025e-05
179,eigenvector,3,0.9999048060019885
179,eigenvector,4,4.031139203977786e-05
179,eigenvector,5,9.208308070119426e-07
179,eigenvector,6,4.421441078136159e-06
179,eigenvector,7,2.0075938341400623e-06
179,eigenvector,8,1.1013540832798885e-05
180,eigenvector,1,2.8896536132309542e-08
180,eigenvector,2,1.3849228585785278e-07
180,eigenvector,3,0.9995608290868883
180,eigenvector,4,0.0004386602537998113
180,eigenvector,5,4.5813220056671936e-08
180,eigenvector,6,8.648793824852356e-08
180,eigenvector,7,5.712773061932478e-08
180,eigenvector,8,1.5384060099809078e-07
181,eigenvector,1,1.8368242400863597e-07
181,eigenvector,2,2.3249315842342684e-05
181,eigenvector,3,0.999890596802756
181,eigenvector,4,1.6059965230301045e-05
181,eigenvector,5,9.287969845254987e-07
181,eigenvector,6,3.2000734850231387e-06
181,eigenvector,7,2.0828832907724205e-06
181,eigenvector,8,6.369847898700364e-05
182,eigenvector,1,4.586801563549757e-08
182,eigenvector,2,1.6563658812358214e-05
182,eigenvector,3,0.9998529419717287
182,eigenvector,4,0.0001297586582044408
182,eigenvector,5,9.445236895485778e-08
182,eigenvector,6,1.4215241498305075e-07
182,eigenvector,7,1.308499670064464e-07
182,eigenvector,8,3.223874879895771e-07
183,eigenvector,1,6.426207077792819e-08
183,eigenvector,2,0.0002516305168653536
183,eigenvector,3,0.997903596970059
183,eigenvector,4,5.142937109881171e-07
183,eigenvector,5,1.676383376643375e-07
183,eigenvector,6,2.136157520871692e-07
183,eigenvector,7,2.680350539719754e-07
183,eigenvector,8,0.0018435446671501508
184,eigenvector,1,3.8160640047664064e-08
184,eigenvector,2,1.7607081935938112e-05
184,eigenvector,3,0.9998330932194761
184,eigenvector,4,0.00014851380620907397
184,eigenvector,5,7.267184416617841e-08
184,eigenvector,6,1.0618752183007717e-07
184,eigenvector,7,3.797159664191879e-07
184,eigenvector,8,1.8915540659551026e-07
185,eigenvector,1,2.7248857391296217e-07
185,eigenvector,2,5.636491095841227e-05
185,eigenvector,3,0.9996196350219326
185,eigenvector,4,0.0002755176551425403
185,eigenvector,5,2.366720088907646e-06
185,eigenvector,6,4.968896632293987e-06
185,eigenvector,7,3.931537209089071e-06
185,eigenvector,8,3.6942768462067234e-05
186,eigenvector,1,2.5350401912404793e-07
186,eigenvector,2,8.435795611211543e-05
186,eigenvector,3,0.999818117926414
186,eigenvector,4,1.601070131049146e-05
186,eigenvector,5,1.8528119079293874e-06
186,eigenvector,6,4.6243161885670705e-06
186,eigenvector,7,5.193482573917722e-06
186,eigenvector,8,6.95893004738883e-05
187,eigenvector,1,2.1804020396727045e-07
187,eigenvector,2,5.514909591539381e-05
187,eigenvector,3,0.9998480371130308
187,eigenvector,4,1.24455452476611e-05
187,eigenvector,5,1.7483143113252797e-06
187,eigenvector,6,2.930010060794333e-06
187,eigenvector,7,7.887409845015035e-06
187,eigenvector,8,7.158447038495549e-05
188,eigenvector,1,2.1609648511726096e-07
188,eigenvector,2,6.117052202451022e-05
188,eigenvector,3,0.999889497166774
188,eigenvector,4,7.426646643484359e-06
188,eigenvector,5,1.8809865570691714e-06
188,eigenvector,6,1.2663438323805018e-06
188,eigenvector,7,6.62338072727351e-06
188,eigenvector,8,3.191885595604321e-05
189,eigenvector,1,1.883560521176889e-07
189,eigenvector,2,4.523900764582984e-05
189,eigenvector,3,0.9999175203475394
189,eigenvector,4,3.958459097722401e-06
189,eigenvector,5,9.375513449712822e-07
189,eigenvector,6,1.2846015848743072e-06
189,eigenvector,7,6.3925547368565796e-06
189,eigenvector,8,2.4479120998247616e-05
190,eigenvector,1,1.3417463813050922e-06
190,eigenvector,2,0.05859027356648447
190,eigenvector,3,0.8204613816471984
190,eigenvector,4,0.001290656782996473
190,eigenvector,5,3.848425014671484e-05
190,eigenvector,6,0.00018022298234031948
190,eigenvector,7,0.0047583073767273895
190,eigenvector,8,0.11467933164672492
191,eigenvector,1,2.3156283973021e-07
191,eigenvector,2,0.9998262662384498
191,eigenvector,3,2.662496278887216e-05
191,eigenvector,4,1.0262339003799253e-05
191,eigenvector,5,2.051031750826945e-06
191,eigenvector,6,1.4584168617486271e-06
191,eigenvector,7,2.027793679497835e-05
191,eigenvector,8,0.00011282751051030266
192,eigenvector,1,1.8242125679377942e-07
192,eigenvector,2,0.999847172882991
192,eigenvector,3,2.821724522724727e-05
192,eigenvector,4,1.81091893531535e-06
192,eigenvector,5,9.163401309127535e-07
192,eigenvector,6,5.542742378091031e-06
192,eigenvector,7,1.3613054517466816e-05
192,eigenvector,8,0.00010254439356304388
193,eigenvector,1,3.813264396749874e-08
193,eigenvector,2,0.9991509940129301
193,eigenvector,3,2.125206206023242e-07
193,eigenvector,4,1.2394575833544642e-07
193,eigenvector,5,7.988417674020374e-08
193,eigenvector,6,7.163602105889288e-08
193,eigenvector,7,1.4359356850820715e-07
193,eigenvector,8,0.0008483362732806389
194,eigenvector,1,1.802442470370939e-07
194,eigenvector,2,2.21766798528779e-05
194,eigenvector,3,4.918993234825405e-05
194,eigenvector,4,2.9521537886454276e-06
194,eigenvector,5,1.8035250472672356e-06
194,eigenvector,6,2.6556071899696534e-06
194,eigenvector,7,1.0179767759006e-05
194,eigenvector,8,0.9999108620887669
195,eigenvector,1,2.456792326265814e-07
195,eigenvector,2,3.0786766373227506e-05
195,eigenvector,3,3.7874990728785926e-05
195,eigenvector,4,2.833185797026523e-06
195,eigenvector,5,2.651375833248473e-06
195,eigenvector,6,2.41225938175583e-06
195,eigenvector,7,1.7387320606254782e-05
195,eigenvector,8,0.999905808421047
196,eigenvector,1,2.0280744505927793e-07
196,eigenvector,2,3.725393762423437e-05
196,eigenvector,3,4.0895114336632156e-05
196,eigenvector,4,5.761506315695765e-06
196,eigenvector,5,3.0978065207175095e-06
196,eigenvector,6,1.1795406477776917e-06
196,eigenvector,7,1.6956628805983674e-05
196,eigenvector,8,0.9998946526573039
197,eigenvector,1,2.56759108597147e-08
197,eigenvector,2,0.00018536436511378812
