Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.968668615798435,0.9523644256627977,0.9615529471084318,0.9499129731939359
pagerank,0.9928803353784419,0.9552505902352247,0.9555863048733145,0.9527982967775087
softmax,0.9749586040748298,0.949191466168153,0.9451080621274447,0.9413422513292176
