oos_period,row_model,col_model,cov_matrice
20,1,1,0.3889107861842107
20,1,2,0.11223345990013764
20,1,3,0.07963391369720821
20,1,4,0.10912403487774737
20,1,5,0.05514424057203843
20,1,6,0.08211852716468596
20,1,7,0.11687382220916853
20,1,8,0.1357831069609509
20,1,9,0.09238492147707994
20,1,10,0.07415611344928297
20,1,11,0.06324968885549968
20,2,1,0.11223345990013764
20,2,2,0.13995664808775407
20,2,3,0.051524461884944944
20,2,4,0.06536465297756698
20,2,5,0.039618165244794924
20,2,6,0.05947420741162672
20,2,7,0.06525694096078298
20,2,8,0.0859438354069496
20,2,9,0.07380367420068423
20,2,10,0.04152009254806632
20,2,11,0.038055148589040466
20,3,1,0.07963391369720821
20,3,2,0.051524461884944944
20,3,3,0.07943585672252464
20,3,4,0.0515893239150253
20,3,5,0.03814398159544089
20,3,6,0.05087691452788788
20,3,7,0.049401230999730025
20,3,8,0.07791983941128094
20,3,9,0.05320541371796899
20,3,10,0.03679384139599521
20,3,11,0.028715662361040787
20,4,1,0.10912403487774737
20,4,2,0.06536465297756698
20,4,3,0.0515893239150253
20,4,4,0.10252915767137154
20,4,5,0.03511054878409704
20,4,6,0.05831413042419139
20,4,7,0.06454163537050803
20,4,8,0.09452733509620287
20,4,9,0.058920645118725135
20,4,10,0.044373956147415385
20,4,11,0.03883291842694791
20,5,1,0.05514424057203843
20,5,2,0.039618165244794924
20,5,3,0.03814398159544089
20,5,4,0.03511054878409704
20,5,5,0.10544765469146233
20,5,6,0.028359664300682385
20,5,7,0.03871968568833846
20,5,8,0.02066100404999064
20,5,9,0.02274264172155096
20,5,10,0.036176698459439556
20,5,11,0.02472951226493331
20,6,1,0.08211852716468596
20,6,2,0.05947420741162672
20,6,3,0.05087691452788788
20,6,4,0.05831413042419139
20,6,5,0.028359664300682385
20,6,6,0.10296061257309946
20,6,7,0.05471796871505229
20,6,8,0.10043152235427279
20,6,9,0.06490054942463694
20,6,10,0.040210424854064564
20,6,11,0.0339118472453216
20,7,1,0.11687382220916853
20,7,2,0.06525694096078298
20,7,3,0.049401230999730025
20,7,4,0.06454163537050803
20,7,5,0.03871968568833846
20,7,6,0.05471796871505229
20,7,7,0.13105543530842836
20,7,8,0.08996736263731198
20,7,9,0.0569400397252898
20,7,10,0.04450094440881455
20,7,11,0.037654635165726855
20,8,1,0.1357831069609509
20,8,2,0.0859438354069496
20,8,3,0.07791983941128094
20,8,4,0.09452733509620287
20,8,5,0.02066100404999064
20,8,6,0.10043152235427279
20,8,7,0.08996736263731198
20,8,8,0.28471152631578955
20,8,9,0.10655673457838148
20,8,10,0.05367864575455393
20,8,11,0.057230129883099966
20,9,1,0.09238492147707994
20,9,2,0.07380367420068423
20,9,3,0.05320541371796899
20,9,4,0.058920645118725135
20,9,5,0.02274264172155096
20,9,6,0.06490054942463694
20,9,7,0.0569400397252898
20,9,8,0.10655673457838148
20,9,9,0.1657965610380118
20,9,10,0.035934561275576565
20,9,11,0.03444078995606031
20,10,1,0.07415611344928297
20,10,2,0.04152009254806632
20,10,3,0.03679384139599521
20,10,4,0.044373956147415385
20,10,5,0.036176698459439556
20,10,6,0.040210424854064564
20,10,7,0.04450094440881455
20,10,8,0.05367864575455393
20,10,9,0.035934561275576565
20,10,10,0.058400730280685265
20,10,11,0.0265235702549206
20,11,1,0.06324968885549968
20,11,2,0.038055148589040466
20,11,3,0.028715662361040787
20,11,4,0.03883291842694791
20,11,5,0.02472951226493331
20,11,6,0.0339118472453216
20,11,7,0.037654635165726855
20,11,8,0.057230129883099966
20,11,9,0.03444078995606031
20,11,10,0.0265235702549206
20,11,11,0.05077188567867515
21,1,1,0.3851838125000001
21,1,2,0.1061307004148556
21,1,3,0.07869570097500483
21,1,4,0.10792973186961091
21,1,5,0.06159701014466621
21,1,6,0.07856731041312962
21,1,7,0.11355437026148055
21,1,8,0.12444185059422759
21,1,9,0.08518472340124511
21,1,10,0.08294929025119674
21,1,11,0.06487082390492722
21,2,1,0.1061307004148556
21,2,2,0.12391400941762545
21,2,3,0.04777161099613151
21,2,4,0.0605874409450214
21,2,5,0.04433782082051271
21,2,6,0.05229981464366598
21,2,7,0.05900960740829566
21,2,8,0.06870070689311443
21,2,9,0.06257906749300642
21,2,10,0.04857090280266355
21,2,11,0.037509214548486235
21,3,1,0.07869570097500483
21,3,2,0.04777161099613151
21,3,3,0.07943585672252464
21,3,4,0.051589323915025305
21,3,5,0.043773257928661026
21,3,6,0.04900048908348116
21,3,7,0.04752480555532331
21,3,8,0.07041413763365406
21,3,9,0.04851435010695216
21,3,10,0.04429954317362207
21,3,11,0.030592087805447515
21,4,1,0.10792973186961091
21,4,2,0.0605874409450214
21,4,3,0.051589323915025305
21,4,4,0.10252915767137154
21,4,5,0.04227636683291541
21,4,6,0.05592552440791862
21,4,7,0.06215302935423523
21,4,8,0.08497291103111161
21,4,9,0.052949130078043076
21,4,10,0.05392838021250655
21,4,11,0.0412215244432207
21,5,1,0.06159701014466621
21,5,2,0.04433782082051271
21,5,3,0.043773257928661026
21,5,4,0.04227636683291541
21,5,5,0.11959719327216406
21,5,6,0.03371851414203306
21,5,7,0.042687946706478984
21,5,8,0.02491473957838147
21,5,9,0.02607270350659147
21,5,10,0.04721144031990548
21,5,11,0.030951152636355107
21,6,1,0.07856731041312962
21,6,2,0.05229981464366598
21,6,3,0.04900048908348116
21,6,4,0.05592552440791862
21,6,5,0.03371851414203306
21,6,6,0.09585096345029251
21,6,7,0.050594627920978026
21,6,8,0.08781126202603286
21,6,9,0.056789061026221506
21,6,10,0.04773452605268554
21,6,11,0.03463855424287508
21,7,1,0.11355437026148055
21,7,2,0.05900960740829566
21,7,3,0.04752480555532331
21,7,4,0.06215302935423523
21,7,5,0.042687946706478984
21,7,6,0.050594627920978026
21,7,7,0.12538272796960517
21,7,8,0.0792012207400189
21,7,9,0.0499873753462162
21,7,10,0.050170927176488696
21,7,11,0.03791781255554361
21,8,1,0.12444185059422759
21,8,2,0.06870070689311443
21,8,3,0.07041413763365406
21,8,4,0.08497291103111161
21,8,5,0.02491473957838147
21,8,6,0.08781126202603286
21,8,7,0.0792012207400189
21,8,8,0.24197468421052634
21,8,9,0.08842883418222973
21,8,10,0.060866165433022076
21,8,11,0.0544097365943099
21,9,1,0.08518472340124511
21,9,2,0.06257906749300642
21,9,3,0.04851435010695216
21,9,4,0.052949130078043076
21,9,5,0.02607270350659147
21,9,6,0.056789061026221506
21,9,7,0.0499873753462162
21,9,8,0.08842883418222973
21,9,9,0.14736783296783623
21,9,10,0.041322063847680814
21,9,11,0.032901869843831914
21,10,1,0.08294929025119674
21,10,2,0.04857090280266355
21,10,3,0.04429954317362207
21,10,4,0.05392838021250655
21,10,5,0.04721144031990548
21,10,6,0.04773452605268554
21,10,7,0.050170927176488696
21,10,8,0.060866165433022076
21,10,9,0.041322063847680814
21,10,10,0.07885626138269693
21,10,11,0.03444012267332957
21,11,1,0.06487082390492722
21,11,2,0.037509214548486235
21,11,3,0.030592087805447515
21,11,4,0.0412215244432207
21,11,5,0.030951152636355107
21,11,6,0.03463855424287508
21,11,7,0.03791781255554361
21,11,8,0.0544097365943099
21,11,9,0.032901869843831914
21,11,10,0.03444012267332957
21,11,11,0.05562874310906636
22,1,1,0.404292353760559
22,1,2,0.11743931084259414
22,1,3,0.0950119832149278
22,1,4,0.13007615492690836
22,1,5,0.08429364219028859
22,1,6,0.09414195041816016
22,1,7,0.12762037224679543
22,1,8,0.13926325221656302
22,1,9,0.10078753733572288
22,1,10,0.10652842384548429
22,1,11,0.0787432517454387
22,2,1,0.11743931084259414
22,2,2,0.13995664808775415
22,2,3,0.06306768427300817
22,2,4,0.08133069872501958
22,2,5,0.06586772228276667
22,2,6,0.06684628215014402
22,2,7,0.07214409164248384
22,2,8,0.08235461524793056
22,2,9,0.07715015299608886
22,2,10,0.07081475708165615
22,2,11,0.0505683122024719
22,3,1,0.0950119832149278
22,3,2,0.06306768427300817
22,3,3,0.10571808596904342
22,3,4,0.07486398376117645
22,3,5,0.06380222176761506
22,3,6,0.0659519086502045
22,3,7,0.06287565387573439
22,3,8,0.08921036359901918
22,3,9,0.06552033956614861
22,3,10,0.06684356586494221
22,3,11,0.044246504199146115
22,4,1,0.13007615492690836
22,4,2,0.08133069872501958
22,4,3,0.07486398376117645
22,4,4,0.1520190318631462
22,4,5,0.07002224311961137
22,4,6,0.07913893577100393
22,4,7,0.08317178640980263
22,4,8,0.11053129652003572
22,4,9,0.07623564321437873
22,4,10,0.08501261714373742
22,4,11,0.060018273660988435
22,5,1,0.08429364219028859
22,5,2,0.06586772228276667
