oos_period,condition_number,trace
20,32.28031765011301,1.609976854552013
21,27.418336805500278,1.555721242673709
22,27.328021453630146,1.860441873035752
23,26.0526075009533,2.312700944765222
24,26.593648939678594,2.576204104493787
25,26.049426550529343,3.1206968892662115
26,28.0525995871613,3.591492927849333
27,26.70250044774107,4.123549785952822
28,25.89160942267155,4.581609508848768
29,26.18576337686347,4.647631587065764
30,25.292826983539133,3.9240192347550646
31,24.1957770898282,3.387083973036956
32,22.741536018454326,2.9771300916636902
33,23.71714887808192,3.255784083230044
34,26.09653187914947,3.5583574960195086
35,28.756490152623858,3.9207826024602577
36,26.40790064093565,3.7998164689761023
37,22.5871323567163,4.023281553204043
38,23.35113615556671,4.761824240654953
39,24.787044964255113,5.3769356365614
40,25.28150211502189,5.661489298311925
41,23.750295967468293,6.028056015615883
42,23.96216956482063,6.244311112446121
43,24.356603339889613,6.266702475743719
44,24.222578076149635,6.3146579974075445
45,24.445192001189113,6.708236475820613
46,24.935600036488143,7.499566099396085
47,24.54998804720289,7.737881406265018
48,24.090845660563698,7.698089916191526
49,24.286867244182005,7.659006646757984
50,24.986525273253342,7.732472051592273
51,24.819193256958098,8.018749129540412
52,23.633734550965933,8.688907308772542
53,23.87449937129618,8.697729032756127
54,21.777191940097193,8.640172483377093
55,19.74163174607252,7.981811633751706
56,20.63152061704069,7.9492148612949105
57,21.52551635692939,8.267143522568444
58,21.394752049330755,8.310784434254185
59,23.074248543175603,8.67988656960312
60,23.234211249709787,9.243143418956718
61,22.567519975721485,9.673496402792367
62,22.67451388181066,10.113107776798692
63,22.19016351029383,10.58636295019108
64,21.434156518148686,10.39165472333822
65,21.27728014649261,9.242718619816952
66,23.93875777045967,6.859168572156691
67,21.67122824517585,5.149859489321034
68,20.644029975804386,3.8341458170269203
69,21.0653455450054,2.3993280609019627
70,21.473493930720156,1.3598566189977142
71,15.505339603279461,0.8402503542847274
72,13.218683854531573,0.6721860778953361
73,15.216845593088694,0.6403446465681264
74,16.745230946664016,0.620959664792004
75,16.239478455840093,0.6121604184448531
76,16.875852310665323,0.6047515703564671
77,17.521011606118922,0.5960603999726346
78,17.851616889695915,0.8858141905596615
79,21.351125801424807,2.231098303317383
