oos_period,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
20,8.689560148661354,8.705731030342854,8.69035931290264,8.695231081964046,8.684425699171685,8.686762852398987,8.704408360982653,8.760201025116316,8.700130138006525,8.722646797772134,8.685938285951119,8.697701892089242,8.8,8.8,8.635760714166786,8.749999999991248,8.8,8.677272727272726
21,8.610061515501759,8.62130661789006,8.623911763473286,8.614714309646754,8.603696310193547,8.606210875850474,8.654941946248034,8.691572437104545,8.69019848073904,8.660142108931467,8.615471884067144,8.633678883828747,8.62888888888889,8.7,8.468797794564118,8.628888888880262,8.743333333333336,8.612020202020203
22,8.472524411810497,8.472529985730237,8.469880733362533,8.47004202245014,8.46767788318633,8.46771818594868,8.520721921752711,8.520620711451608,8.49608677346335,8.501800247880128,8.477597616670408,8.487485890392595,8.5,8.5,8.3999999999916,8.443885524000336,8.4,8.47224437279798
23,7.972743402683688,7.958992760818766,7.966935628869678,7.964417190923974,7.966680613941643,7.965651979264726,7.989403806972245,7.879908816998131,7.951903114736782,7.92386924431709,7.93076717871504,7.927082392455708,8.0,8.0,7.955045060332292,7.921118420601484,8.1,7.927272727272728
24,7.885231103122111,7.871829709770308,7.877862411309688,7.870830278445118,7.867746277933561,7.867622923640116,7.9545977192514306,7.920147280464568,7.937836114256968,7.918478864153753,7.866273552767165,7.870659616587174,8.0,7.9,7.843319535076264,7.842681969433115,8.0,7.854545454545455
25,7.60043462786965,7.499999999992499,7.60043462786965,7.62847794114924,7.612593757713925,7.622187818443561,7.636283547012108,7.655763403602723,7.620444136407521,7.671120533436046,7.608304465361462,7.6146318008019485,7.75,7.75,7.535562644413564,7.399999999992601,7.7,7.604545454545455
26,7.60001492799382,7.4962381275067695,7.60001492799382,7.550592477627759,7.595632659712152,7.60001492799382,7.572928894201075,7.554084187452134,7.573731979751182,7.570130978034227,7.580819035909981,7.555439282297959,7.6,7.5,7.5999999999923995,7.599999999992398,7.8,7.581818181818182
27,7.4999999999924984,7.212269002577039,7.451543014953882,7.228933532810262,7.377442253581208,7.338493776142329,7.475946077880762,7.303620017288688,7.391210740567747,7.336081185745899,7.371963999585904,7.330032205666853,7.5,7.5,7.389999999992609,7.0999999999928995,7.5,7.371818181818181
28,7.042320070510393,6.813255690255258,7.0754632214783255,7.011904654951839,7.002703515329662,7.011904654951839,7.015899136217348,6.909070492163673,7.010906980201128,6.973040928042039,7.0106008689326655,7.002916066944545,7.0,6.8,6.703292687426962,6.999999999992999,6.9,7.012929292929293
29,6.808940954401052,6.8092744909786145,6.8092744909786145,6.74685138832236,6.810265525585239,6.8092744909786145,6.819693353723009,6.754272441641646,6.830885508141237,6.79823227876923,6.828139266949272,6.824276953684727,6.75,6.84584971222123,6.699999999993299,6.857161281058198,6.3,6.8278677995049515
30,6.814072034534562,6.8330622866427095,6.974941515355745,6.7642387280159815,6.806353554662499,6.8330622866427095,6.811112617953558,6.748115534555193,6.8845387993094285,6.776745614552895,6.825986667908364,6.831777023820428,7.2,6.81426326631451,6.7999999999932,6.925323695891012,7.2,6.833114842392229
31,7.375685423386344,7.174676413727611,7.437646063161917,7.174676413727611,7.418118950216976,7.174676413727611,7.37435254048761,6.9847895542692795,7.2165161374169555,7.040112778751104,7.148277843915033,7.114668968497706,7.4,6.8,7.3999999999926,6.895486596254065,7.4,7.128601438653188
32,7.449162834787577,7.331554908697368,7.444811332069895,7.443405667914082,7.552118946492508,7.331554908697368,7.322661754173065,7.130427948000298,7.28718565450319,7.320395187639478,7.349347461457979,7.105533569974973,7.8,7.4,7.341552590656557,7.699999999992292,7.4,7.254545454545456
33,7.796315786925162,7.7810624502975,7.786467622994273,7.7810624502975,7.781456123602943,7.7810624502975,7.769786606844087,7.576138875148645,7.678524689067787,7.6050700395182105,7.7441160583587045,7.607733364602197,7.7,7.5,7.7523168727116865,7.7999999999922,8.154804538463132,7.629349993008589
34,8.599999999991399,8.33497770540069,8.332750520172494,8.337041314760665,8.599999999991399,8.336296258898377,8.374376781805973,8.158488103890067,8.091752640295208,8.142277084469242,8.1560411596711,8.049596962499944,8.2,8.3,8.536631641943599,8.0999999999919,8.6,8.032647667744268
35,9.99999999999,10.012255673194224,9.99999999999,9.999999999989997,9.99999999999,9.964296978467956,9.974270032532335,9.523195952629283,9.440890649167978,9.455204656047282,9.608521995860228,9.342169126901357,10.0,10.2,9.999999999989996,8.48742873284452,10.0,9.21401464480656
36,10.572913699449627,10.999999999988999,10.599106847718186,10.999999999989003,10.955413975872894,10.599126770976403,10.24831705203233,10.748920565872991,10.250091677301667,10.556355865396814,10.416274331693696,10.803508262729174,9.7,11.0,10.840806744188125,10.499999999989516,11.0,10.289083186205785
37,10.986931055202794,11.052508850712313,10.986931055202794,10.912089297045416,10.986931055202794,10.905856993681327,10.329678396027738,10.774944550501793,10.695224630445729,10.695432913448848,10.769435356447586,10.860382351747564,10.2,10.25,11.002598773773771,10.91727272726181,11.6,10.917272727272728
38,10.662536763215883,10.609803254120493,10.662536763215883,10.705568898793425,10.662536763215883,10.662536763215883,10.257814495771646,10.52971827144617,10.42379401853617,10.743080069267343,10.380592140018411,10.568585139157843,10.3,10.3,10.557145406644645,10.299999999989698,11.6,10.690640927272728
39,10.52101356461407,10.52101356461407,10.52101356461407,10.735609768861291,10.52101356461407,10.52101356461407,10.49822570286602,10.61802347150387,10.48962036094903,10.63894222597222,10.44824829547839,10.597888626336228,10.5,10.4,10.539071752665524,10.346534890701246,10.4,10.551227272727274
