method,oos_period,herfindahl,effective_n,turnover
full_gcsr_eigenvector,20,0.3003081764199414,3.329912664787494,
full_gcsr_eigenvector,21,0.11807529632575223,8.469172054763668,0.3913631168266249
full_gcsr_eigenvector,22,0.1260924449290545,7.930689269786519,0.08971362986083226
full_gcsr_eigenvector,23,0.15344961982879962,6.516796855643423,0.18373353283246416
full_gcsr_eigenvector,24,0.1672047331662032,5.980691940137782,0.1454948376571926
full_gcsr_eigenvector,25,0.10463234634848899,9.55727396831373,0.2386040746758269
full_gcsr_eigenvector,26,0.1088618138422646,9.185957542917214,0.03766812177915586
full_gcsr_eigenvector,27,0.7847603911927133,1.2742743023512642,0.8587187351944585
full_gcsr_eigenvector,28,0.34457681969860043,2.90211048112492,0.8650122827461149
full_gcsr_eigenvector,29,0.11244509822971106,8.893228924547044,0.616309854760046
full_gcsr_eigenvector,30,0.2645524647776758,3.779968562532118,0.4865915149890096
full_gcsr_eigenvector,31,0.31608925489904566,3.1636633783055537,0.6373294686005313
full_gcsr_eigenvector,32,0.629220868302625,1.5892670608614463,0.4735537890142564
full_gcsr_eigenvector,33,0.2875045565694283,3.478205743701019,0.6962678688128973
full_gcsr_eigenvector,34,0.9999999999979929,1.000000000002007,0.8318006712080304
full_gcsr_eigenvector,35,0.9999999999979994,1.0000000000020006,3.317468275879141e-15
full_gcsr_eigenvector,36,0.32914453663135734,3.0381789417942016,0.5558675554737199
full_gcsr_eigenvector,37,0.19917856411322427,5.02062058963104,0.2642829316729305
full_gcsr_eigenvector,38,0.23877092776555023,4.188114563854702,0.28951467645314016
full_gcsr_eigenvector,39,0.2505086450540315,3.991878203581808,0.16351485831203857
full_gcsr_eigenvector,40,0.2474655204266783,4.040966993202961,0.10583428028883224
full_gcsr_eigenvector,41,0.20171487754269346,4.957492536901982,0.15540685402872872
full_gcsr_eigenvector,42,0.1807567225600289,5.532297697353426,0.0960374882632746
full_gcsr_eigenvector,43,0.35056246832435156,2.852558646052116,0.5172185855813359
full_gcsr_eigenvector,44,0.30605797962326475,3.2673547712460485,0.0860151148397759
full_gcsr_eigenvector,45,0.38409895158211016,2.6034957811808206,0.39424476408192854
full_gcsr_eigenvector,46,0.47933138613450704,2.086239351160256,0.1394545430486726
full_gcsr_eigenvector,47,0.11616261605555035,8.608621551031426,0.594194024954632
full_gcsr_eigenvector,48,0.10291210414958331,9.717029967111493,0.06674210420999628
full_gcsr_eigenvector,49,0.15924876830406667,6.279483418613439,0.356464865140478
full_gcsr_eigenvector,50,0.25616287563913254,3.9037662951939307,0.5544091039042562
full_gcsr_eigenvector,51,0.12021137055150133,8.3186806323914,0.4102278363427001
full_gcsr_eigenvector,52,0.11290580622953873,8.85694043021126,0.07449180693094035
full_gcsr_eigenvector,53,0.15734686571862985,6.355385570807719,0.18738595329056706
full_gcsr_eigenvector,54,0.16570582550445215,6.034790852740009,0.15733670660105475
full_gcsr_eigenvector,55,0.16032875430163146,6.237184367556857,0.3370506246622989
full_gcsr_eigenvector,56,0.20602667470483735,4.853740426731844,0.26711334414556165
full_gcsr_eigenvector,57,0.18800156514433397,5.319104653369627,0.09289179646056064
full_gcsr_eigenvector,58,0.17183416182633018,5.819564569533518,0.1174594989617861
full_gcsr_eigenvector,59,0.16235172544696128,6.159466413103754,0.17792075532999985
full_gcsr_eigenvector,60,0.24151274608543866,4.140568215170869,0.4305841786506852
full_gcsr_eigenvector,61,0.1499564495208343,6.668602805650345,0.27571796594685116
full_gcsr_eigenvector,62,0.3472721352508665,2.879586060878764,0.3790012488702068
full_gcsr_eigenvector,63,0.37699215467670294,2.652575093658301,0.07341518689737975
full_gcsr_eigenvector,64,0.13974985860936445,7.155642302259841,0.4753899652298452
full_gcsr_eigenvector,65,0.14442820934508008,6.9238551425277,0.09957001667944955
full_gcsr_eigenvector,66,0.999999999997998,1.000000000002002,0.8495171689982106
full_gcsr_eigenvector,67,0.28547448492789756,3.502940027206181,0.5775161910330998
full_gcsr_eigenvector,68,0.3021936600830616,3.3091362662113357,0.15285269109141167
full_gcsr_eigenvector,69,0.6588112628619497,1.517885404168545,0.7762402702979612
full_gcsr_eigenvector,70,0.9999999999979097,1.0000000000020903,0.999999999998989
full_gcsr_eigenvector,71,0.9999999999979989,1.000000000002001,4.47688672451937e-14
full_gcsr_eigenvector,72,0.9999999999979896,1.0000000000020104,0.9999999999989994
full_gcsr_eigenvector,73,0.9999999999978824,1.0000000000021176,0.9999999999989873
full_gcsr_eigenvector,74,0.7554739798126092,1.3236723258795016,0.9999999999989505
