oos_period,variant,row_model,col_model,mu
150,legacy,1,1,0.0
150,legacy,1,2,2.491028591801421
150,legacy,1,3,1.823549710429856
150,legacy,1,4,-1.443412131897664
150,legacy,1,5,0.4758782208240348
150,legacy,1,6,3.001806725022741
150,legacy,1,7,1.232075717260538
150,legacy,1,8,1.219321190920367
150,legacy,2,1,-2.491028591801421
150,legacy,2,2,0.0
150,legacy,2,3,0.7991652195880413
150,legacy,2,4,-3.3219681312082434
150,legacy,2,5,-0.4097911033239402
150,legacy,2,6,0.39690069569202735
150,legacy,2,7,-0.4090034289481941
150,legacy,2,8,-0.5235797696330802
150,legacy,3,1,-1.823549710429856
150,legacy,3,2,-0.7991652195880413
150,legacy,3,3,0.0
150,legacy,3,4,-3.3223796832359196
150,legacy,3,5,-1.3387609885415712
150,legacy,3,6,-0.35318604964477507
150,legacy,3,7,-0.7027313614790576
150,legacy,3,8,-0.8533078064584844
150,legacy,4,1,1.443412131897664
150,legacy,4,2,3.3219681312082434
150,legacy,4,3,3.3223796832359196
150,legacy,4,4,0.0
150,legacy,4,5,1.6958472189605893
150,legacy,4,6,3.811616175417821
150,legacy,4,7,2.1950317048832777
150,legacy,4,8,1.229766455302703
150,legacy,5,1,-0.4758782208240348
150,legacy,5,2,0.4097911033239402
150,legacy,5,3,1.3387609885415712
150,legacy,5,4,-1.6958472189605893
150,legacy,5,5,0.0
150,legacy,5,6,0.8510447982089083
150,legacy,5,7,-0.010809484832617752
150,legacy,5,8,0.09169429653962566
150,legacy,6,1,-3.001806725022741
150,legacy,6,2,-0.39690069569202735
150,legacy,6,3,0.35318604964477507
150,legacy,6,4,-3.811616175417821
150,legacy,6,5,-0.8510447982089083
150,legacy,6,6,0.0
150,legacy,6,7,-0.9571039402030022
150,legacy,6,8,-0.8524745217386605
150,legacy,7,1,-1.232075717260538
150,legacy,7,2,0.4090034289481941
150,legacy,7,3,0.7027313614790576
150,legacy,7,4,-2.1950317048832777
