oos_period,var_error,full_gcsr_eigenvector,full_gcsr_v2_eigenvector,full_gcsr_pagerank,full_gcsr_v2_pagerank,full_gcsr_softmax,full_gcsr_v2_softmax,graph_only_eigenvector,graph_only_v2_eigenvector,graph_only_pagerank,graph_only_v2_pagerank,graph_only_softmax,graph_only_v2_softmax,rs_selection_v2,rs_selection,recent_best,bates_granger_mv
200,-0.0024960628466129515,0.011304438781435503,0.011236208719589913,0.011657826051576484,0.0118862339166707,0.009084264994100446,0.01140472690962172,0.0374459176012032,0.03913065002429108,0.007869270062235903,0.004648866963707088,0.05993038370186,0.005009474880498023,0.03738914040064028,0.03738914040064028,0.03738914040064028,0.016863108315931994
201,0.4275155819942837,0.3066870329605641,0.30645809075927355,0.2795992161758605,0.27939401990543417,0.26876019522386707,0.2701188108872354,0.7342257656757474,0.7332072249211053,0.23666240092048504,0.2312016388474613,0.20822257515531706,0.1433906698414873,0.7342355598079738,0.7342355598079738,0.7342355598079738,0.3528397163723802
202,0.5177035684663884,0.28255446245793,0.29721322345574086,0.26567850762163114,0.26878997163385465,0.2580037606904136,0.25894574082157706,0.6561816790389583,0.7132772678144974,0.21915694675271735,0.22727620909501678,0.24336956456058242,0.1613333379435185,0.7143033117348111,0.6556843746681292,0.7143033117348111,0.33715230731959545
203,0.7979837245317327,0.16013121766286892,0.17616618507012574,0.15656324361293336,0.15974825001834117,0.14611117674599955,0.14840452960867484,0.5242233773235094,0.565382699437645,0.24791810964676633,0.2658328169347633,0.19905783093249735,0.1775400227347983,0.5831408692795506,0.5245219322128687,2.0832485942338503,0.21372840034131382
204,1.7328841019856869,-0.5239202231089926,-0.5068096858254834,-0.4191668763959442,-0.41779197036463467,-0.44172904881852276,-0.42771018809355926,-1.3468906792046158,-1.2942068499535873,-0.03425240097408486,-0.05353635407144236,-0.35561761896902316,-0.1287603626011269,-1.2894258261761926,-1.3480447632428745,3.932249119782272,-0.45479579674434745
205,2.3869401062645714,-0.4723687062002351,-0.4780569412638733,-0.2793298432985549,-0.27379103074259137,-0.32236875703709017,-0.28606784849414085,-1.2247989161577664,-0.6064636294961178,-0.48030085259692423,-0.43894202935574195,-0.814088627118708,-0.48846820577046257,-0.5897945235776926,-0.6484134606443744,4.698775691666954,-0.2618216532093245
206,2.1364978483729344,-0.6052709233935563,-0.5751168893132792,-0.4303422430140429,-0.4242588177487431,-0.4769502564911548,-0.4359928432745093,-0.5383409365618304,1.0937351949525231,-0.28399049080140226,-0.1731577654118816,-0.795845912062721,-0.35219319372422886,1.1238274545749278,1.0652085175082457,6.412397669819574,-0.4497781927562008
207,1.949318203780883,-0.5662265252304897,-0.6718249847831385,-0.42824215046478664,-0.4766991691088486,-0.4121182126463633,-0.4780563257480887,0.6174384202438528,0.7445914398450828,0.30431716224897165,-0.5696963249294889,4.8376578727016675,-0.7173647325067416,0.9625915791365479,0.8793894703478693,6.251161794381194,-0.4635736036640221
208,1.7902190828657396,-0.5959286106107871,-0.6793568267388274,-0.46565104135795954,-0.5069599126438558,-0.45371170866881727,-0.5221844659659749,1.0179680627063084,1.684042596249968,0.40175063079948703,-0.4132493000429649,4.764090041505393,-0.8318837553853686,1.910746071643346,0.7834617251452617,5.910086811925411,-0.5114026495664009
209,1.7598476073399172,-0.10671519125397438,-0.3335529893894037,-0.03150949172990075,-0.1141142077355447,-0.05106239870590601,-0.12181411791120356,2.902860027045884,1.8099982512762964,0.9243732237196904,-0.3856827560628169,4.924497799382291,-0.7005257929661104,2.045491601733638,0.8762199658969534,8.331052546302317,0.057670377919310845
210,1.9038848348701591,-0.07237924469295617,-0.28307236847914297,0.004747663030252473,-0.07353695023747334,-0.01503705240472282,-0.08491220480866596,2.9256129491377507,2.497277516282786,0.9648146592707546,-0.2485389134074376,4.962430764101367,-0.6494531375723485,2.738295284255443,1.5690236484187583,8.457562742774476,0.1033889548032003
