oos_period,row_model,col_model,cov_matrice
150,1,1,1.3166937232489657
150,1,2,0.10018303472272343
150,1,3,0.19397194799882678
150,1,4,0.28750213348430836
150,1,5,0.16043520955890544
150,1,6,0.4265930372464026
150,1,7,0.4138344719436261
150,1,8,0.16285380150414963
150,2,1,0.10018303472272343
150,2,2,1.241751235154189
150,2,3,0.14160299682082803
150,2,4,0.07391003274203535
150,2,5,0.2039603419289301
150,2,6,0.20987151293645478
150,2,7,0.22927768902800016
150,2,8,-0.05500890017508417
150,3,1,0.19397194799882678
150,3,2,0.14160299682082803
150,3,3,1.245033190460136
150,3,4,0.3482775013680546
150,3,5,0.14067355781725488
150,3,6,0.12222939304956792
150,3,7,0.24933679584536436
150,3,8,0.01514366885994697
150,4,1,0.28750213348430836
150,4,2,0.07391003274203535
150,4,3,0.3482775013680546
150,4,4,1.514800591204762
150,4,5,0.20299495290934283
150,4,6,0.33891268733862695
150,4,7,0.31933454415713874
150,4,8,0.32729665833986865
150,5,1,0.16043520955890544
150,5,2,0.2039603419289301
150,5,3,0.14067355781725488
150,5,4,0.20299495290934283
150,5,5,1.1417723665757669
150,5,6,0.2653111167473897
150,5,7,0.36757410253792344
150,5,8,0.09607621475230027
150,6,1,0.4265930372464026
150,6,2,0.20987151293645478
150,6,3,0.12222939304956792
150,6,4,0.33891268733862695
150,6,5,0.2653111167473897
150,6,6,1.30970853495738
150,6,7,0.43422540193251985
150,6,8,0.12219665455472456
150,7,1,0.4138344719436261
150,7,2,0.22927768902800016
150,7,3,0.24933679584536436
150,7,4,0.31933454415713874
150,7,5,0.36757410253792344
150,7,6,0.43422540193251985
150,7,7,1.634714758866509
150,7,8,0.1624217293998256
150,8,1,0.16285380150414963
150,8,2,-0.05500890017508417
150,8,3,0.01514366885994697
150,8,4,0.32729665833986865
150,8,5,0.09607621475230027
150,8,6,0.12219665455472456
150,8,7,0.1624217293998256
150,8,8,1.0680481630236351
151,1,1,1.2964398764535228
151,1,2,0.07731635634328088
151,1,3,0.14782281553730361
151,1,4,0.2708434256476838
151,1,5,0.18585241406059877
151,1,6,0.39261015873044136
151,1,7,0.4717877359869727
151,1,8,0.18341763912546963
151,2,1,0.07731635634328088
151,2,2,1.2215744308506977
151,2,3,0.13156901746483993
151,2,4,0.06442847890403187
151,2,5,0.21909010880729826
151,2,6,0.19230754068882716
151,2,7,0.247386539822233
151,2,8,-0.04273913115613699
151,3,1,0.14782281553730361
151,3,2,0.13156901746483993
151,3,3,1.3383100525071263
151,3,4,0.3537765275480425
151,3,5,0.13494619573266792
151,3,6,0.1405857773327973
151,3,7,0.17047533016182728
151,3,8,0.010626387024629081
151,4,1,0.2708434256476838
151,4,2,0.06442847890403187
151,4,3,0.3537765275480425
151,4,4,1.5104241822014577
151,4,5,0.20940295893021807
151,4,6,0.33296346442996433
151,4,7,0.31784166723263424
151,4,8,0.332509566522314
151,5,1,0.18585241406059877
151,5,2,0.21909010880729826
151,5,3,0.13494619573266792
151,5,4,0.20940295893021807
151,5,5,1.1293182154144048
151,5,6,0.2758114977462178
151,5,7,0.3667989323531191
151,5,8,0.08734801063874867
151,6,1,0.39261015873044136
151,6,2,0.19230754068882716
151,6,3,0.1405857773327973
151,6,4,0.33296346442996433
151,6,5,0.2758114977462178
151,6,6,1.3000567845603506
151,6,7,0.4229955325955582
151,6,8,0.13075425114833053
151,7,1,0.4717877359869727
151,7,2,0.247386539822233
151,7,3,0.17047533016182728
151,7,4,0.31784166723263424
151,7,5,0.3667989323531191
151,7,6,0.4229955325955582
151,7,7,1.7201780804578788
151,7,8,0.16166106497883848
151,8,1,0.18341763912546963
151,8,2,-0.04273913115613699
151,8,3,0.010626387024629081
151,8,4,0.332509566522314
151,8,5,0.08734801063874867
151,8,6,0.13075425114833053
151,8,7,0.16166106497883848
151,8,8,1.0598174492337398
152,1,1,1.3905977059756853
152,1,2,0.12233870874464708
152,1,3,0.1953861761603755
152,1,4,0.31966692407412123
152,1,5,0.24793649871051548
152,1,6,0.35077208632906737
152,1,7,0.41967003390940627
152,1,8,0.2041878961672958
152,2,1,0.12233870874464708
152,2,2,1.2504943087792617
152,2,3,0.15764559240900272
152,2,4,0.09270102143365197
152,2,5,0.2553932564504248
152,2,6,0.16944320408820834
152,2,7,0.21859036965277914
152,2,8,-0.030518942441210613
152,3,1,0.1953861761603755
152,3,2,0.15764559240900272
152,3,3,1.3680277453733645
152,3,4,0.39118319257422685
152,3,5,0.18510860557782902
152,3,6,0.11859227377968554
152,3,7,0.14075993453201
152,3,8,0.027961491552871268
152,4,1,0.31966692407412123
152,4,2,0.09270102143365197
152,4,3,0.39118319257422685
152,4,4,1.5046206165503024
152,4,5,0.19289915847468758
152,4,6,0.2979442942625541
152,4,7,0.28327439635913737
152,4,8,0.3248268169424099
152,5,1,0.24793649871051548
152,5,2,0.2553932564504248
152,5,3,0.18510860557782902
152,5,4,0.19289915847468758
152,5,5,1.0865427881084104
152,5,6,0.22837336274313189
152,5,7,0.3218932889016897
152,5,8,0.07162512124354072
152,6,1,0.35077208632906737
152,6,2,0.16944320408820834
152,6,3,0.11859227377968554
152,6,4,0.2979442942625541
152,6,5,0.22837336274313189
152,6,6,1.3217948080216533
152,6,7,0.4489359366385697
152,6,8,0.11426413215411742
152,7,1,0.41967003390940627
152,7,2,0.21859036965277914
152,7,3,0.14075993453201
152,7,4,0.28327439635913737
152,7,5,0.3218932889016897
152,7,6,0.4489359366385697
152,7,7,1.758646117332857
152,7,8,0.14643544227941596
152,8,1,0.2041878961672958
152,8,2,-0.030518942441210613
152,8,3,0.027961491552871268
152,8,4,0.3248268169424099
152,8,5,0.07162512124354072
152,8,6,0.11426413215411742
152,8,7,0.14643544227941596
152,8,8,1.0522439460856599
153,1,1,1.358886747438671
153,1,2,0.1150627601989683
153,1,3,0.1826930297256432
153,1,4,0.3452786323835754
153,1,5,0.23685906169016843
153,1,6,0.347394129999821
153,1,7,0.43086401685310893
153,1,8,0.20789919761227732
153,2,1,0.1150627601989683
153,2,2,1.400795759780966
153,2,3,0.22121504483367033
153,2,4,0.03347448728048902
153,2,5,0.21906171640537567
153,2,6,0.08992748267316192
153,2,7,0.23265992076335515
153,2,8,-0.018817399595888608
153,3,1,0.1826930297256432
153,3,2,0.22121504483367033
153,3,3,1.400726166752801
153,3,4,0.36945374283405386
153,3,5,0.16297031232228962
153,3,6,0.0770014364837657
153,3,7,0.15160335630093996
153,3,8,0.03513891208693657
153,4,1,0.3452786323835754
153,4,2,0.03347448728048902
153,4,3,0.36945374283405386
153,4,4,1.5152600778910654
153,4,5,0.22004265423876018
153,4,6,0.34059068698159595
153,4,7,0.2672173572315571
153,4,8,0.3159692532194143
153,5,1,0.23685906169016843
153,5,2,0.21906171640537567
153,5,3,0.16297031232228962
153,5,4,0.22004265423876018
