oos_period,row_model,col_model,mu_matrice
150,1,1,0.0
150,1,2,2.4910285918014217
150,1,3,1.823549710429855
150,1,4,-1.4434121318976614
150,1,5,0.4758782208240344
150,1,6,3.001806725022737
150,1,7,1.2320757172605374
150,1,8,1.2193211909203656
150,2,1,-2.4910285918014217
150,2,2,0.0
150,2,3,0.7991652195880409
150,2,4,-3.321968131208231
150,2,5,-0.4097911033239393
150,2,6,0.3969006956920269
150,2,7,-0.40900342894819525
150,2,8,-0.5235797696330795
150,3,1,-1.823549710429855
150,3,2,-0.7991652195880409
150,3,3,0.0
150,3,4,-3.3223796832359165
150,3,5,-1.33876098854157
150,3,6,-0.3531860496447739
150,3,7,-0.7027313614790582
150,3,8,-0.8533078064584829
150,4,1,1.4434121318976614
150,4,2,3.321968131208231
150,4,3,3.3223796832359165
150,4,4,0.0
150,4,5,1.6958472189605893
150,4,6,3.8116161754178157
150,4,7,2.1950317048832755
150,4,8,1.229766455302695
150,5,1,-0.4758782208240344
150,5,2,0.4097911033239393
150,5,3,1.33876098854157
150,5,4,-1.6958472189605893
150,5,5,0.0
150,5,6,0.8510447982089067
150,5,7,-0.01080948483262048
150,5,8,0.09169429653962562
150,6,1,-3.001806725022737
150,6,2,-0.3969006956920269
150,6,3,0.3531860496447739
150,6,4,-3.8116161754178157
150,6,5,-0.8510447982089067
150,6,6,0.0
150,6,7,-0.9571039402030036
150,6,8,-0.852474521738659
150,7,1,-1.2320757172605374
150,7,2,0.40900342894819525
150,7,3,0.7027313614790582
150,7,4,-2.1950317048832755
150,7,5,0.01080948483262048
150,7,6,0.9571039402030036
150,7,7,0.0
150,7,8,-0.04156504569795408
150,8,1,-1.2193211909203656
150,8,2,0.5235797696330795
150,8,3,0.8533078064584829
150,8,4,-1.229766455302695
150,8,5,-0.09169429653962562
150,8,6,0.852474521738659
150,8,7,0.04156504569795408
150,8,8,0.0
151,1,1,0.0
151,1,2,1.4185342299662547
151,1,3,0.545858406850591
151,1,4,-1.201927956847692
151,1,5,0.3172376397404021
151,1,6,2.2226218500207704
151,1,7,0.7149835731170848
151,1,8,0.793834924721558
151,2,1,-1.4185342299662547
151,2,2,0.0
151,2,3,-1.9602983094514297
151,2,4,-2.416808177436741
151,2,5,-0.5472052890075553
151,2,6,-0.02202214927507401
151,2,7,-0.5231981200634288
151,2,8,-0.4372416575003971
151,3,1,-0.545858406850591
151,3,2,1.9602983094514297
151,3,3,0.0
151,3,4,-1.193543958090872
151,3,5,-1.9006837172532303
151,3,6,1.822828159832894
151,3,7,-1.6768209001365877
151,3,8,-2.11466901521493
151,4,1,1.201927956847692
151,4,2,2.416808177436741
151,4,3,1.193543958090872
151,4,4,0.0
151,4,5,1.6927472053926638
151,4,6,2.909445748639544
151,4,7,1.633633087351254
151,4,8,1.9078053009060718
151,5,1,-0.3172376397404021
151,5,2,0.5472052890075553
151,5,3,1.9006837172532303
151,5,4,-1.6927472053926638
151,5,5,0.0
151,5,6,0.6254357758804187
151,5,7,-0.8995512955554277
151,5,8,0.19685950138992492
151,6,1,-2.2226218500207704
151,6,2,0.02202214927507401
151,6,3,-1.822828159832894
151,6,4,-2.909445748639544
151,6,5,-0.6254357758804187
151,6,6,0.0
151,6,7,-1.0760352081335833
151,6,8,-0.6446135905354429
151,7,1,-0.7149835731170848
151,7,2,0.5231981200634288
151,7,3,1.6768209001365877
151,7,4,-1.633633087351254
151,7,5,0.8995512955554277
151,7,6,1.0760352081335833
151,7,7,0.0
151,7,8,0.054727887555359234
151,8,1,-0.793834924721558
151,8,2,0.4372416575003971
151,8,3,2.11466901521493
151,8,4,-1.9078053009060718
151,8,5,-0.19685950138992492
151,8,6,0.6446135905354429
151,8,7,-0.054727887555359234
151,8,8,0.0
152,1,1,0.0
152,1,2,-2.1168292494483034
152,1,3,-0.5132101959646074
152,1,4,-1.9453689068834965
152,1,5,0.6384002968523563
152,1,6,-1.3333804737236505
152,1,7,-1.2126788518972065
152,1,8,-0.3213389826537141
152,2,1,2.1168292494483034
152,2,2,0.0
152,2,3,-0.7341193139791407
152,2,4,-2.3608947073341753
152,2,5,-1.1417507469894235
152,2,6,0.09589890439785409
152,2,7,-0.5878978406087594
152,2,8,-0.3880689149788803
152,3,1,0.5132101959646074
152,3,2,0.7341193139791407
152,3,3,0.0
152,3,4,-2.01211666371044
152,3,5,-0.26715450176543165
152,3,6,0.8789203669883273
152,3,7,-0.27108165377551996
152,3,8,0.2426956764281029
152,4,1,1.9453689068834965
152,4,2,2.3608947073341753
152,4,3,2.01211666371044
152,4,4,0.0
152,4,5,1.528730081372107
152,4,6,2.950519451249154
152,4,7,1.8610455102760117
152,4,8,2.5543115230062368
152,5,1,-0.6384002968523563
152,5,2,1.1417507469894235
152,5,3,0.26715450176543165
152,5,4,-1.528730081372107
152,5,5,0.0
152,5,6,1.3242368179055826
152,5,7,0.5935005854123276
152,5,8,0.9998365190108154
152,6,1,1.3333804737236505
152,6,2,-0.09589890439785409
152,6,3,-0.8789203669883273
152,6,4,-2.950519451249154
152,6,5,-1.3242368179055826
152,6,6,0.0
152,6,7,-0.7437779847279006
152,6,8,-0.3915458304291519
152,7,1,1.2126788518972065
152,7,2,0.5878978406087594
152,7,3,0.27108165377551996
152,7,4,-1.8610455102760117
152,7,5,-0.5935005854123276
152,7,6,0.7437779847279006
152,7,7,0.0
152,7,8,0.3022432731752807
152,8,1,0.3213389826537141
152,8,2,0.3880689149788803
152,8,3,-0.2426956764281029
152,8,4,-2.5543115230062368
152,8,5,-0.9998365190108154
152,8,6,0.3915458304291519
152,8,7,-0.3022432731752807
152,8,8,0.0
153,1,1,0.0
153,1,2,8.38184539677317
153,1,3,1.9671414986601992
153,1,4,-0.46539276827390624
153,1,5,0.9826471078142116
153,1,6,4.28636935717842
153,1,7,1.8739470725237712
153,1,8,1.9483938651194406
153,2,1,-8.38184539677317
153,2,2,0.0
153,2,3,0.8912696105872677
153,2,4,-4.000175073965584
153,2,5,0.8145748419369132
153,2,6,1.3075807062367486
153,2,7,0.5281769292332498
153,2,8,0.8595183634772094
153,3,1,-1.9671414986601992
153,3,2,-0.8912696105872677
153,3,3,0.0
153,3,4,-0.6270644850390554
153,3,5,-0.35175272233469235
153,3,6,0.5841280050415762
153,3,7,0.22775068859288372
153,3,8,0.5881129100912423
153,4,1,0.46539276827390624
153,4,2,4.000175073965584
153,4,3,0.6270644850390554
153,4,4,0.0
153,4,5,1.1962231681504647
153,4,6,2.1278119558784123
153,4,7,1.8830963452219134
153,4,8,1.385117365159438
153,5,1,-0.9826471078142116
153,5,2,-0.8145748419369132
153,5,3,0.35175272233469235
153,5,4,-1.1962231681504647
153,5,5,0.0
153,5,6,0.046471646344805884
153,5,7,0.3949942021275567
153,5,8,0.3528298870042738
153,6,1,-4.28636935717842
153,6,2,-1.3075807062367486
153,6,3,-0.5841280050415762
153,6,4,-2.1278119558784123
153,6,5,-0.046471646344805884
153,6,6,0.0
153,6,7,-0.14599558501394894
153,6,8,0.3356045272906658
153,7,1,-1.8739470725237712
153,7,2,-0.5281769292332498
153,7,3,-0.22775068859288372
153,7,4,-1.8830963452219134
153,7,5,-0.3949942021275567
153,7,6,0.14599558501394894
153,7,7,0.0
153,7,8,0.22199615027980157
153,8,1,-1.9483938651194406
153,8,2,-0.8595183634772094
153,8,3,-0.5881129100912423
153,8,4,-1.385117365159438
153,8,5,-0.3528298870042738
153,8,6,-0.3356045272906658
153,8,7,-0.22199615027980157
153,8,8,0.0
154,1,1,0.0
154,1,2,1.5398676600688836
154,1,3,1.4081434742425947
154,1,4,-0.4063906680902333
154,1,5,0.7323498770483026
154,1,6,2.449903872147261
154,1,7,1.7345128594759955
154,1,8,1.68878967071496
154,2,1,-1.5398676600688836
154,2,2,0.0
154,2,3,-0.22493097420272962
154,2,4,-0.2749952108971944
154,2,5,0.23955518240408363
154,2,6,1.229972320234257
154,2,7,0.8383645344143532
154,2,8,1.4986210244400473
154,3,1,-1.4081434742425947
154,3,2,0.22493097420272962
154,3,3,0.0
154,3,4,2.1238607886101493
154,3,5,0.33915025593313686
154,3,6,1.6044144959487034
