Centrality,diagonal,ewma,rolling,shrinkage
eigenvector,0.9593665433038878,0.9586161046004498,0.9647570454568557,0.9535505331565177
pagerank,0.9615840934244793,0.9592652813867624,0.9664608716469865,0.9525107571964772
softmax,0.9450302608395722,0.9549121491177626,0.949670843757676,0.9425527907551772
