TARGET_PERIOD,period_dt,actual,full_gcsr_eigenvector,full_gcsr_pagerank,full_gcsr_softmax,graph_only_eigenvector,graph_only_pagerank,graph_only_softmax,rs_selection,rs_selection_v2,bates_granger_mv,var_error,recent_best,equal
2018-12-01,2018-12-01,1.5,1.5994714833453778,1.6101962924230826,1.5994714833453778,1.479068938941022,1.5576113604948212,1.546855888846419,1.5,1.7,1.6200403361108409,1.4767024898882837,1.4,1.5499999999999998
2019-03-01,2019-03-01,1.4,1.783118409009467,1.783118409009467,1.786154126202908,1.7998215482528086,1.72089996693142,1.6985612155000658,1.8,1.6,1.7999999999982,1.700584640481962,1.57,1.6925000000000001
2019-06-01,2019-06-01,1.3,1.436128685015626,1.436128685015626,1.436128685015626,1.5830205132010102,1.508806729890419,1.4870056237128453,1.6,1.6,1.4402437099434353,1.5062792247166976,1.6,1.482974607175
2019-09-01,2019-09-01,0.8,1.781740293608964,1.7970563727305353,1.7931325768801207,1.798869016094369,1.723515302292166,1.6837140848161387,1.8,1.6,1.7978716375622195,1.7126547567411243,1.5,1.6724605012000002
2019-12-01,2019-12-01,1.3,1.4239029684899163,1.4239029684899163,1.4239029684899163,1.4325985734318427,1.427729506556094,1.4527005949049079,1.5,1.6,1.4150700829565883,1.2686969653251823,1.6,1.4500000000000002
2020-03-01,2020-03-01,0.7,1.4732146676229991,1.449782174526897,1.449782174526897,1.6517115881862672,1.5094377069045852,1.4832849823701284,1.3,1.6875135934,1.4276295867991815,1.3939624347015784,1.6875135934,1.4825493995
2020-06-01,2020-06-01,0.3,1.3966554695255324,1.3966554695255324,1.3966554695255324,1.3002351227835018,1.3629815523541522,1.3552563182880943,1.3,1.3,1.4141764789432114,1.3999999999986,1.3,1.3850570558
2020-09-01,2020-09-01,-0.3,1.1123610331555573,1.1123610331555573,1.1043043813182225,1.2967288507227244,1.2618778724335873,1.2466752701415922,1.3,1.3,1.057146249312306,0.9999999999989999,1.3,1.26255025775
2020-12-01,2020-12-01,-0.3,1.262754870358152,1.267571268909082,1.2845788756479262,1.210006107084249,1.2281526611905333,1.273915260612906,1.21,1.3,1.278146349722345,1.2999999999986998,1.3,1.2275
2021-03-01,2021-03-01,1.3,0.7455266315954626,0.7694016320062594,0.7690410897420303,0.7949617638302239,0.9190792993026069,0.9362594144242825,0.7930614887,1.2,0.7356770530370207,0.740705482881163,0.5,0.9482653721750001
2021-06-01,2021-06-01,1.9,1.4454293014477737,1.4454293014477737,1.4454293014477737,1.1304054488209596,1.277408247229611,1.358657780603767,0.9,0.9,1.8982456543782598,1.310329985756332,0.9,1.441819419325
2021-09-01,2021-09-01,3.4,1.1505660778469107,1.0950813794396832,1.1505660778469107,1.2583952453814273,1.0771580600192887,1.2293489452359088,1.2,0.7,1.343233598494315,1.2350538723899767,0.7,1.0986
2021-12-01,2021-12-01,5.0,1.53496231284269,1.5069138561359343,1.5220436608930137,1.6225967157269534,1.292927460273211,1.5289346309550254,1.623,1.2,1.6229999999983769,0.6999999999993003,1.623,1.1628788224
2022-03-01,2022-03-01,7.4,1.1999999999988,1.1999999999987998,1.1999999999987998,1.196421224168039,1.2462154260089722,1.199879493533896,1.2,1.2,1.1999999999988,1.199999999998801,1.2,1.3278663156
2022-06-01,2022-06-01,8.6,1.484393771593097,1.4092465366561233,1.7251426268077108,1.4329109294728946,1.5016526410184632,1.8670076093734151,1.4,1.4,1.6846259503958116,1.9999999999979998,1.4,1.5095770166999998
2022-09-01,2022-09-01,9.9,1.7999999999982,1.642178935612834,1.5743774747033616,1.722958264725412,1.5499009078193562,1.5411679739899575,1.3,1.4,1.7999999999982,1.7999999999981875,1.8,1.5102920000000002
2022-12-01,2022-12-01,9.2,1.7301905394796906,1.7301905394796906,1.910225102815907,1.994070328284914,1.7557433402859752,1.9796492400753052,1.8,1.0,1.7999999999981997,1.7999999999982,1.8,1.699814514125
2023-03-01,2023-03-01,6.9,3.451689798148137,3.787069699060264,3.451689798148137,4.9590302998620555,3.4989585714322655,4.965962134198752,4.9659621342,3.9,3.8999999999960995,3.8999999999960995,3.9,2.8914905335500003
2023-06-01,2023-06-01,5.5,4.007195188569215,3.8283964168386855,3.9728123012901673,4.474068885194432,3.738578925957048,4.414613998526393,4.4740887778,2.7,2.6999999999973,3.110940867719912,2.7,3.4435221944500003
2023-09-01,2023-09-01,4.3,4.47284379462118,4.377024369059584,4.481813690693351,4.862869345003711,4.551405834945422,4.878369363191279,4.87836938,3.3,3.4556511118345985,4.689829212730101,3.3,4.444592345
2023-12-01,2023-12-01,2.9,3.4948026853171563,3.4948026853171563,3.4948026853171563,2.718503802719918,3.82626700325749,2.7113704017555094,3.8,3.8,3.7999999999961993,2.6999999999972997,3.8,3.5749999999999993
